date,IP_USA
2015-08-12,102.51044193548387
2015-08-13,102.43755483870969
2015-08-14,102.36466774193549
2015-08-15,102.2917806451613
2015-08-16,102.2188935483871
2015-08-17,102.1460064516129
2015-08-18,102.07311935483871
2015-08-19,102.00023225806451
2015-08-20,101.92734516129032
2015-08-21,101.85445806451614
2015-08-22,101.78157096774194
2015-08-23,101.70868387096775
2015-08-24,101.63579677419355
2015-08-25,101.56290967741936
2015-08-26,101.49002258064516
2015-08-27,101.41713548387096
2015-08-28,101.34424838709677
2015-08-29,101.27136129032259
2015-08-30,101.19847419354839
2015-08-31,101.1255870967742
2015-09-01,101.0527
2015-09-02,101.02045666666668
2015-09-03,100.98821333333333
2015-09-04,100.95597000000001
2015-09-05,100.92372666666667
2015-09-06,100.89148333333334
2015-09-07,100.85924
2015-09-08,100.82699666666667
2015-09-09,100.79475333333333
2015-09-10,100.76251
2015-09-11,100.73026666666667
2015-09-12,100.69802333333334
2015-09-13,100.66578
2015-09-14,100.63353666666667
2015-09-15,100.60129333333333
2015-09-16,100.56905
2015-09-17,100.53680666666668
2015-09-18,100.50456333333334
2015-09-19,100.47232000000001
2015-09-20,100.44007666666667
2015-09-21,100.40783333333334
2015-09-22,100.37559
2015-09-23,100.34334666666668
2015-09-24,100.31110333333334
2015-09-25,100.27886000000001
2015-09-26,100.24661666666667
2015-09-27,100.21437333333334
2015-09-28,100.18213
2015-09-29,100.14988666666667
2015-09-30,100.11764333333333
2015-10-01,100.0854
2015-10-02,100.0430870967742
2015-10-03,100.0007741935484
2015-10-04,99.95846129032259
2015-10-05,99.91614838709678
2015-10-06,99.87383548387098
2015-10-07,99.83152258064517
2015-10-08,99.78920967741936
2015-10-09,99.74689677419356
2015-10-10,99.70458387096775
2015-10-11,99.66227096774195
2015-10-12,99.61995806451614
2015-10-13,99.57764516129033
2015-10-14,99.53533225806453
2015-10-15,99.49301935483872
2015-10-16,99.45070645161292
2015-10-17,99.4083935483871
2015-10-18,99.36608064516129
2015-10-19,99.32376774193548
2015-10-20,99.28145483870968
2015-10-21,99.23914193548387
2015-10-22,99.19682903225807
2015-10-23,99.15451612903226
2015-10-24,99.11220322580645
2015-10-25,99.06989032258065
2015-10-26,99.02757741935484
2015-10-27,98.98526451612904
2015-10-28,98.94295161290323
2015-10-29,98.90063870967742
2015-10-30,98.85832580645162
2015-10-31,98.81601290322581
2015-11-01,98.7737
2015-11-02,98.75289666666667
2015-11-03,98.73209333333334
2015-11-04,98.71129
2015-11-05,98.69048666666667
2015-11-06,98.66968333333334
2015-11-07,98.64888
2015-11-08,98.62807666666667
2015-11-09,98.60727333333334
2015-11-10,98.58647
2015-11-11,98.56566666666667
2015-11-12,98.54486333333334
2015-11-13,98.52406
2015-11-14,98.50325666666667
2015-11-15,98.48245333333334
2015-11-16,98.46165
2015-11-17,98.44084666666667
2015-11-18,98.42004333333334
2015-11-19,98.39924
2015-11-20,98.37843666666667
2015-11-21,98.35763333333334
2015-11-22,98.33683
2015-11-23,98.31602666666667
2015-11-24,98.29522333333334
2015-11-25,98.27442
2015-11-26,98.25361666666667
2015-11-27,98.23281333333334
2015-11-28,98.21201
2015-11-29,98.19120666666667
2015-11-30,98.17040333333334
2015-12-01,98.1496
2015-12-02,98.17746129032258
2015-12-03,98.20532258064517
2015-12-04,98.23318387096775
2015-12-05,98.26104516129033
2015-12-06,98.2889064516129
2015-12-07,98.3167677419355
2015-12-08,98.34462903225807
2015-12-09,98.37249032258065
2015-12-10,98.40035161290324
2015-12-11,98.42821290322581
2015-12-12,98.45607419354839
2015-12-13,98.48393548387097
2015-12-14,98.51179677419356
2015-12-15,98.53965806451613
2015-12-16,98.56751935483871
2015-12-17,98.5953806451613
2015-12-18,98.62324193548388
2015-12-19,98.65110322580645
2015-12-20,98.67896451612904
2015-12-21,98.70682580645162
2015-12-22,98.7346870967742
2015-12-23,98.76254838709677
2015-12-24,98.79040967741936
2015-12-25,98.81827096774194
2015-12-26,98.84613225806451
2015-12-27,98.8739935483871
2015-12-28,98.90185483870968
2015-12-29,98.92971612903226
2015-12-30,98.95757741935483
2015-12-31,98.98543870967742
2016-01-01,99.0133
2016-01-02,98.99645806451613
2016-01-03,98.97961612903227
2016-01-04,98.96277419354838
2016-01-05,98.94593225806452
2016-01-06,98.92909032258065
2016-01-07,98.91224838709678
2016-01-08,98.8954064516129
2016-01-09,98.87856451612903
2016-01-10,98.86172258064516
2016-01-11,98.8448806451613
2016-01-12,98.82803870967743
2016-01-13,98.81119677419355
2016-01-14,98.79435483870968
2016-01-15,98.77751290322581
2016-01-16,98.76067096774194
2016-01-17,98.74382903225806
2016-01-18,98.7269870967742
2016-01-19,98.71014516129033
2016-01-20,98.69330322580646
2016-01-21,98.67646129032258
2016-01-22,98.65961935483871
2016-01-23,98.64277741935484
2016-01-24,98.62593548387098
2016-01-25,98.60909354838711
2016-01-26,98.59225161290323
2016-01-27,98.57540967741936
2016-01-28,98.55856774193549
2016-01-29,98.54172580645162
2016-01-30,98.52488387096774
2016-01-31,98.50804193548387
2016-02-01,98.4912
2016-02-02,98.4617551724138
2016-02-03,98.4323103448276
2016-02-04,98.40286551724138
2016-02-05,98.37342068965518
2016-02-06,98.34397586206897
2016-02-07,98.31453103448277
2016-02-08,98.28508620689655
2016-02-09,98.25564137931035
2016-02-10,98.22619655172414
2016-02-11,98.19675172413794
2016-02-12,98.16730689655172
2016-02-13,98.13786206896552
2016-02-14,98.10841724137931
2016-02-15,98.07897241379311
2016-02-16,98.04952758620689
2016-02-17,98.02008275862069
2016-02-18,97.99063793103448
2016-02-19,97.96119310344828
2016-02-20,97.93174827586206
2016-02-21,97.90230344827586
2016-02-22,97.87285862068966
2016-02-23,97.84341379310345
2016-02-24,97.81396896551723
2016-02-25,97.78452413793103
2016-02-26,97.75507931034483
2016-02-27,97.72563448275862
2016-02-28,97.6961896551724
2016-02-29,97.6667448275862
2016-03-01,97.6373
2016-03-02,97.62229677419354
2016-03-03,97.60729354838709
2016-03-04,97.59229032258064
2016-03-05,97.57728709677419
2016-03-06,97.56228387096773
2016-03-07,97.5472806451613
2016-03-08,97.53227741935484
2016-03-09,97.51727419354839
2016-03-10,97.50227096774194
2016-03-11,97.48726774193548
2016-03-12,97.47226451612903
2016-03-13,97.45726129032258
2016-03-14,97.44225806451612
2016-03-15,97.42725483870967
2016-03-16,97.41225161290322
2016-03-17,97.39724838709678
2016-03-18,97.38224516129033
2016-03-19,97.36724193548388
2016-03-20,97.35223870967742
2016-03-21,97.33723548387097
2016-03-22,97.32223225806452
2016-03-23,97.30722903225806
2016-03-24,97.29222580645161
2016-03-25,97.27722258064516
2016-03-26,97.2622193548387
2016-03-27,97.24721612903227
2016-03-28,97.23221290322581
2016-03-29,97.21720967741936
2016-03-30,97.20220645161291
2016-03-31,97.18720322580646
2016-04-01,97.1722
2016-04-02,97.17051666666667
2016-04-03,97.16883333333334
2016-04-04,97.16715
2016-04-05,97.16546666666667
2016-04-06,97.16378333333334
2016-04-07,97.16210000000001
2016-04-08,97.16041666666668
2016-04-09,97.15873333333333
2016-04-10,97.15705
2016-04-11,97.15536666666667
2016-04-12,97.15368333333333
2016-04-13,97.152
2016-04-14,97.15031666666667
2016-04-15,97.14863333333334
2016-04-16,97.14695
2016-04-17,97.14526666666667
2016-04-18,97.14358333333334
2016-04-19,97.1419
2016-04-20,97.14021666666667
2016-04-21,97.13853333333334
2016-04-22,97.13685000000001
2016-04-23,97.13516666666668
2016-04-24,97.13348333333333
2016-04-25,97.1318
2016-04-26,97.13011666666667
2016-04-27,97.12843333333333
2016-04-28,97.12675
2016-04-29,97.12506666666667
2016-04-30,97.12338333333334
2016-05-01,97.1217
2016-05-02,97.22930645161291
2016-05-03,97.33691290322581
2016-05-04,97.44451935483872
2016-05-05,97.55212580645161
2016-05-06,97.65973225806452
2016-05-07,97.76733870967742
2016-05-08,97.87494516129033
2016-05-09,97.98255161290322
2016-05-10,98.09015806451613
2016-05-11,98.19776451612903
2016-05-12,98.30537096774194
2016-05-13,98.41297741935485
2016-05-14,98.52058387096774
2016-05-15,98.62819032258065
2016-05-16,98.73579677419355
2016-05-17,98.84340322580645
2016-05-18,98.95100967741935
2016-05-19,99.05861612903226
2016-05-20,99.16622258064515
2016-05-21,99.27382903225806
2016-05-22,99.38143548387097
2016-05-23,99.48904193548387
2016-05-24,99.59664838709678
2016-05-25,99.70425483870967
2016-05-26,99.81186129032258
2016-05-27,99.91946774193548
2016-05-28,100.02707419354839
2016-05-29,100.13468064516128
2016-05-30,100.24228709677419
2016-05-31,100.34989354838709
2016-06-01,100.4575
2016-06-02,100.39904666666666
2016-06-03,100.34059333333333
2016-06-04,100.28214
2016-06-05,100.22368666666667
2016-06-06,100.16523333333333
2016-06-07,100.10678
2016-06-08,100.04832666666667
2016-06-09,99.98987333333334
2016-06-10,99.93142
2016-06-11,99.87296666666667
2016-06-12,99.81451333333334
2016-06-13,99.75606
2016-06-14,99.69760666666667
2016-06-15,99.63915333333334
2016-06-16,99.58070000000001
2016-06-17,99.52224666666666
2016-06-18,99.46379333333333
2016-06-19,99.40534
2016-06-20,99.34688666666666
2016-06-21,99.28843333333333
2016-06-22,99.22998
2016-06-23,99.17152666666667
2016-06-24,99.11307333333333
2016-06-25,99.05462
2016-06-26,98.99616666666667
2016-06-27,98.93771333333333
2016-06-28,98.87926
2016-06-29,98.82080666666667
2016-06-30,98.76235333333334
2016-07-01,98.7039
2016-07-02,98.77569032258064
2016-07-03,98.8474806451613
2016-07-04,98.91927096774194
2016-07-05,98.99106129032259
2016-07-06,99.06285161290323
2016-07-07,99.13464193548387
2016-07-08,99.20643225806452
2016-07-09,99.27822258064516
2016-07-10,99.3500129032258
2016-07-11,99.42180322580646
2016-07-12,99.4935935483871
2016-07-13,99.56538387096775
2016-07-14,99.63717419354839
2016-07-15,99.70896451612903
2016-07-16,99.78075483870968
2016-07-17,99.85254516129032
2016-07-18,99.92433548387098
2016-07-19,99.99612580645162
2016-07-20,100.06791612903226
2016-07-21,100.13970645161291
2016-07-22,100.21149677419355
2016-07-23,100.28328709677419
2016-07-24,100.35507741935484
2016-07-25,100.42686774193548
2016-07-26,100.49865806451614
2016-07-27,100.57044838709677
2016-07-28,100.64223870967741
2016-07-29,100.71402903225807
2016-07-30,100.78581935483871
2016-07-31,100.85760967741936
2016-08-01,100.9294
2016-08-02,100.88143548387097
2016-08-03,100.83347096774193
2016-08-04,100.7855064516129
2016-08-05,100.73754193548388
2016-08-06,100.68957741935483
2016-08-07,100.6416129032258
2016-08-08,100.59364838709678
2016-08-09,100.54568387096774
2016-08-10,100.49771935483871
2016-08-11,100.44975483870968
2016-08-12,100.40179032258064
2016-08-13,100.35382580645161
2016-08-14,100.30586129032258
2016-08-15,100.25789677419354
2016-08-16,100.20993225806451
2016-08-17,100.16196774193548
2016-08-18,100.11400322580646
2016-08-19,100.06603870967741
2016-08-20,100.01807419354839
2016-08-21,99.97010967741936
2016-08-22,99.92214516129032
2016-08-23,99.87418064516129
2016-08-24,99.82621612903226
2016-08-25,99.77825161290322
2016-08-26,99.73028709677419
2016-08-27,99.68232258064516
2016-08-28,99.63435806451612
2016-08-29,99.5863935483871
2016-08-30,99.53842903225807
2016-08-31,99.49046451612902
2016-09-01,99.4425
2016-09-02,99.42237
2016-09-03,99.40223999999999
2016-09-04,99.38211
2016-09-05,99.36198
2016-09-06,99.34185
2016-09-07,99.32172
2016-09-08,99.30158999999999
2016-09-09,99.28146
2016-09-10,99.26133
2016-09-11,99.24119999999999
2016-09-12,99.22107
2016-09-13,99.20094
2016-09-14,99.18081
2016-09-15,99.16068
2016-09-16,99.14054999999999
2016-09-17,99.12042
2016-09-18,99.10029
2016-09-19,99.08015999999999
2016-09-20,99.06003
2016-09-21,99.0399
2016-09-22,99.01977
2016-09-23,98.99964
2016-09-24,98.97951
2016-09-25,98.95938
2016-09-26,98.93925
2016-09-27,98.91911999999999
2016-09-28,98.89899
2016-09-29,98.87886
2016-09-30,98.85873
2016-10-01,98.8386
2016-10-02,98.80292580645161
2016-10-03,98.76725161290322
2016-10-04,98.73157741935484
2016-10-05,98.69590322580645
2016-10-06,98.66022903225806
2016-10-07,98.62455483870967
2016-10-08,98.58888064516128
2016-10-09,98.55320645161291
2016-10-10,98.51753225806452
2016-10-11,98.48185806451613
2016-10-12,98.44618387096774
2016-10-13,98.41050967741936
2016-10-14,98.37483548387097
2016-10-15,98.33916129032258
2016-10-16,98.30348709677419
2016-10-17,98.2678129032258
2016-10-18,98.23213870967741
2016-10-19,98.19646451612903
2016-10-20,98.16079032258064
2016-10-21,98.12511612903225
2016-10-22,98.08944193548386
2016-10-23,98.05376774193547
2016-10-24,98.01809354838709
2016-10-25,97.98241935483871
2016-10-26,97.94674516129032
2016-10-27,97.91107096774194
2016-10-28,97.87539677419355
2016-10-29,97.83972258064516
2016-10-30,97.80404838709677
2016-10-31,97.76837419354838
2016-11-01,97.7327
2016-11-02,97.76831666666666
2016-11-03,97.80393333333333
2016-11-04,97.83954999999999
2016-11-05,97.87516666666666
2016-11-06,97.91078333333333
2016-11-07,97.9464
2016-11-08,97.98201666666667
2016-11-09,98.01763333333332
2016-11-10,98.05324999999999
2016-11-11,98.08886666666666
2016-11-12,98.12448333333333
2016-11-13,98.1601
2016-11-14,98.19571666666666
2016-11-15,98.23133333333332
2016-11-16,98.26695
2016-11-17,98.30256666666666
2016-11-18,98.33818333333333
2016-11-19,98.37379999999999
2016-11-20,98.40941666666666
2016-11-21,98.44503333333333
2016-11-22,98.48065
2016-11-23,98.51626666666667
2016-11-24,98.55188333333332
2016-11-25,98.58749999999999
2016-11-26,98.62311666666666
2016-11-27,98.65873333333333
2016-11-28,98.69435
2016-11-29,98.72996666666666
2016-11-30,98.76558333333332
2016-12-01,98.8012
2016-12-02,98.79784193548386
2016-12-03,98.79448387096774
2016-12-04,98.7911258064516
2016-12-05,98.78776774193548
2016-12-06,98.78440967741935
2016-12-07,98.78105161290323
2016-12-08,98.77769354838709
2016-12-09,98.77433548387097
2016-12-10,98.77097741935484
2016-12-11,98.76761935483871
2016-12-12,98.76426129032258
2016-12-13,98.76090322580644
2016-12-14,98.75754516129032
2016-12-15,98.75418709677419
2016-12-16,98.75082903225807
2016-12-17,98.74747096774193
2016-12-18,98.74411290322581
2016-12-19,98.74075483870968
2016-12-20,98.73739677419356
2016-12-21,98.73403870967742
2016-12-22,98.73068064516129
2016-12-23,98.72732258064516
2016-12-24,98.72396451612903
2016-12-25,98.72060645161291
2016-12-26,98.71724838709677
2016-12-27,98.71389032258065
2016-12-28,98.71053225806452
2016-12-29,98.7071741935484
2016-12-30,98.70381612903226
2016-12-31,98.70045806451614
2017-01-01,98.6971
2017-01-02,98.68175483870968
2017-01-03,98.66640967741937
2017-01-04,98.65106451612904
2017-01-05,98.63571935483871
2017-01-06,98.62037419354839
2017-01-07,98.60502903225807
2017-01-08,98.58968387096775
2017-01-09,98.57433870967742
2017-01-10,98.55899354838711
2017-01-11,98.54364838709678
2017-01-12,98.52830322580645
2017-01-13,98.51295806451613
2017-01-14,98.49761290322581
2017-01-15,98.48226774193549
2017-01-16,98.46692258064516
2017-01-17,98.45157741935485
2017-01-18,98.43623225806452
2017-01-19,98.4208870967742
2017-01-20,98.40554193548388
2017-01-21,98.39019677419356
2017-01-22,98.37485161290323
2017-01-23,98.3595064516129
2017-01-24,98.34416129032259
2017-01-25,98.32881612903226
2017-01-26,98.31347096774194
2017-01-27,98.29812580645162
2017-01-28,98.2827806451613
2017-01-29,98.26743548387097
2017-01-30,98.25209032258064
2017-01-31,98.23674516129033
2017-02-01,98.2214
2017-02-02,98.2605142857143
2017-02-03,98.29962857142857
2017-02-04,98.33874285714286
2017-02-05,98.37785714285714
2017-02-06,98.41697142857143
2017-02-07,98.45608571428572
2017-02-08,98.4952
2017-02-09,98.53431428571429
2017-02-10,98.57342857142856
2017-02-11,98.61254285714286
2017-02-12,98.65165714285715
2017-02-13,98.69077142857142
2017-02-14,98.72988571428571
2017-02-15,98.769
2017-02-16,98.80811428571428
2017-02-17,98.84722857142857
2017-02-18,98.88634285714285
2017-02-19,98.92545714285714
2017-02-20,98.96457142857143
2017-02-21,99.00368571428571
2017-02-22,99.0428
2017-02-23,99.08191428571428
2017-02-24,99.12102857142857
2017-02-25,99.16014285714286
2017-02-26,99.19925714285714
2017-02-27,99.23837142857143
2017-02-28,99.2774857142857
2017-03-01,99.3166
2017-03-02,99.26264516129032
2017-03-03,99.20869032258064
2017-03-04,99.15473548387097
2017-03-05,99.10078064516128
2017-03-06,99.04682580645161
2017-03-07,98.99287096774194
2017-03-08,98.93891612903225
2017-03-09,98.88496129032258
2017-03-10,98.83100645161291
2017-03-11,98.77705161290322
2017-03-12,98.72309677419355
2017-03-13,98.66914193548386
2017-03-14,98.61518709677419
2017-03-15,98.56123225806452
2017-03-16,98.50727741935484
2017-03-17,98.45332258064516
2017-03-18,98.39936774193548
2017-03-19,98.3454129032258
2017-03-20,98.29145806451614
2017-03-21,98.23750322580645
2017-03-22,98.18354838709678
2017-03-23,98.12959354838709
2017-03-24,98.07563870967742
2017-03-25,98.02168387096775
2017-03-26,97.96772903225806
2017-03-27,97.91377419354839
2017-03-28,97.85981935483872
2017-03-29,97.80586451612903
2017-03-30,97.75190967741936
2017-03-31,97.69795483870968
2017-04-01,97.644
2017-04-02,97.68513
2017-04-03,97.72626000000001
2017-04-04,97.76739
2017-04-05,97.80852
2017-04-06,97.84965
2017-04-07,97.89078
2017-04-08,97.93191
2017-04-09,97.97304
2017-04-10,98.01417000000001
2017-04-11,98.0553
2017-04-12,98.09643
2017-04-13,98.13756000000001
2017-04-14,98.17869
2017-04-15,98.21982
2017-04-16,98.26095000000001
2017-04-17,98.30208
2017-04-18,98.34321
2017-04-19,98.38434
2017-04-20,98.42547
2017-04-21,98.4666
2017-04-22,98.50773
2017-04-23,98.54886
2017-04-24,98.58999
2017-04-25,98.63112
2017-04-26,98.67224999999999
2017-04-27,98.71338
2017-04-28,98.75451
2017-04-29,98.79563999999999
2017-04-30,98.83677
2017-05-01,98.8779
2017-05-02,98.97441612903225
2017-05-03,99.07093225806452
2017-05-04,99.16744838709677
2017-05-05,99.26396451612904
2017-05-06,99.36048064516129
2017-05-07,99.45699677419354
2017-05-08,99.55351290322581
2017-05-09,99.65002903225806
2017-05-10,99.74654516129031
2017-05-11,99.84306129032258
2017-05-12,99.93957741935483
2017-05-13,100.0360935483871
2017-05-14,100.13260967741935
2017-05-15,100.2291258064516
2017-05-16,100.32564193548387
2017-05-17,100.42215806451613
2017-05-18,100.51867419354839
2017-05-19,100.61519032258064
2017-05-20,100.7117064516129
2017-05-21,100.80822258064516
2017-05-22,100.90473870967742
2017-05-23,101.00125483870968
2017-05-24,101.09777096774194
2017-05-25,101.19428709677419
2017-05-26,101.29080322580646
2017-05-27,101.38731935483871
2017-05-28,101.48383548387096
2017-05-29,101.58035161290323
2017-05-30,101.67686774193548
2017-05-31,101.77338387096775
2017-06-01,101.8699
2017-06-02,101.81455
2017-06-03,101.7592
2017-06-04,101.70385
2017-06-05,101.6485
2017-06-06,101.59315000000001
2017-06-07,101.5378
2017-06-08,101.48245
2017-06-09,101.4271
2017-06-10,101.37175
2017-06-11,101.3164
2017-06-12,101.26105
2017-06-13,101.20570000000001
2017-06-14,101.15035
2017-06-15,101.095
2017-06-16,101.03965
2017-06-17,100.9843
2017-06-18,100.92895
2017-06-19,100.8736
2017-06-20,100.81825
2017-06-21,100.7629
2017-06-22,100.70755
2017-06-23,100.65220000000001
2017-06-24,100.59685
2017-06-25,100.5415
2017-06-26,100.48615000000001
2017-06-27,100.4308
2017-06-28,100.37545
2017-06-29,100.3201
2017-06-30,100.26475
2017-07-01,100.2094
2017-07-02,100.25608387096774
2017-07-03,100.30276774193548
2017-07-04,100.34945161290322
2017-07-05,100.39613548387096
2017-07-06,100.4428193548387
2017-07-07,100.48950322580646
2017-07-08,100.5361870967742
2017-07-09,100.58287096774194
2017-07-10,100.62955483870968
2017-07-11,100.67623870967742
2017-07-12,100.72292258064516
2017-07-13,100.7696064516129
2017-07-14,100.81629032258064
2017-07-15,100.86297419354838
2017-07-16,100.90965806451612
2017-07-17,100.95634193548388
2017-07-18,101.00302580645162
2017-07-19,101.04970967741936
2017-07-20,101.0963935483871
2017-07-21,101.14307741935484
2017-07-22,101.18976129032258
2017-07-23,101.23644516129032
2017-07-24,101.28312903225806
2017-07-25,101.3298129032258
2017-07-26,101.37649677419354
2017-07-27,101.4231806451613
2017-07-28,101.46986451612904
2017-07-29,101.51654838709678
2017-07-30,101.56323225806452
2017-07-31,101.60991612903226
2017-08-01,101.6566
2017-08-02,101.60964838709677
2017-08-03,101.56269677419354
2017-08-04,101.51574516129033
2017-08-05,101.4687935483871
2017-08-06,101.42184193548387
2017-08-07,101.37489032258064
2017-08-08,101.32793870967741
2017-08-09,101.2809870967742
2017-08-10,101.23403548387097
2017-08-11,101.18708387096774
2017-08-12,101.14013225806451
2017-08-13,101.09318064516128
2017-08-14,101.04622903225807
2017-08-15,100.99927741935484
2017-08-16,100.95232580645161
2017-08-17,100.90537419354838
2017-08-18,100.85842258064515
2017-08-19,100.81147096774193
2017-08-20,100.76451935483871
2017-08-21,100.71756774193548
2017-08-22,100.67061612903225
2017-08-23,100.62366451612903
2017-08-24,100.5767129032258
2017-08-25,100.52976129032258
2017-08-26,100.48280967741935
