date,rate,rate_interpolated,log_rate,diff,Wt
2020-08-24,3.583,3.583,1.2762004383228167,-0.00027905678986739346,-0.00038683175539887255
2020-08-25,3.593,3.593,1.2789875081313817,0.0027870698085650236,0.0026792948430335445
2020-08-26,3.586,3.586,1.2770373751829411,-0.0019501329484405971,-0.0020579079139720763
2020-08-27,3.573,3.573,1.2734055790412728,-0.0036317961416683087,-0.003739571107199788
2020-08-28,3.54,3.54,1.264126727145683,-0.009278851895589746,-0.009386626861121225
2020-08-31,3.547,3.547,1.2661021757914848,0.0019754486458016807,0.0018676736802702015
2020-09-01,3.531,3.531,1.2615811169462494,-0.004521058845235348,-0.0046288338107668275
2020-09-02,3.533,3.533,1.2621473683770081,0.0005662514307587241,0.000458476465227245
2020-09-03,3.542,3.542,1.2646915393606417,0.0025441709836335757,0.0024363960181020966
2020-09-04,3.554,3.554,1.2680737297324596,0.0033821903718178614,0.0032744154062863823
2020-09-07,3.54,3.54,1.264126727145683,-0.0039470025867764935,-0.004054777552307973
2020-09-08,3.545,3.545,1.2655381599840907,0.0014114328384076114,0.0013036578728761322
2020-09-09,3.537,3.537,1.2632789102233435,-0.002259249760747206,-0.0023670247262786853
2020-09-10,3.543,3.543,1.264973825883335,0.0016949156599914694,0.0015871406944599903
2020-09-11,3.57,3.57,1.2725655957915476,0.007591769908212642,0.007483994942681163
2020-09-14,3.569,3.569,1.2722854445080234,-0.00028015128352421037,-0.00038792624905568946
2020-09-15,3.553,3.553,1.26779231703889,-0.004493127469133329,-0.004600902434664808
2020-09-16,3.543,3.543,1.264973825883335,-0.002818491155555103,-0.002926266121086582
2020-09-17,3.538,3.538,1.2635615957375934,-0.0014122301457415443,-0.0015200051112730234
2020-09-18,3.527,3.527,1.260447651253915,-0.0031139444836785213,-0.0032217194492100004
2020-09-21,3.546,3.546,1.2658202076520162,0.0053725563981013025,0.005264781432569823
2020-09-22,3.555,3.555,1.2683550632552043,0.002534855603188113,0.002427080637656634
2020-09-23,3.568,3.568,1.272005214717763,0.0036501514625586484,0.0035423764970271693
2020-09-24,3.58,3.58,1.275362800412609,0.0033575856948460103,0.003249810729314531
2020-09-25,3.592,3.592,1.2787091504399533,0.0033463500273442914,0.0032385750618128123
