date,rate,rate_interpolated,log_rate,diff,Wt,scaled_Wt,e_t,scaled_Wt_bin
2017-03-23,1.0787,1.0787,0.0757566123992463,-0.001204428736882,-0.0011472470200478,-0.11472470200478,0,"(-0.5, 0.5]"
2017-03-24,1.0806,1.0806,0.0775164424278283,0.001759830028582,0.0018170117454162,0.18170117454162,0,"(-0.5, 0.5]"
2017-03-27,1.0882,1.0882,0.0845249550696879,0.0070085126418596,0.0070656943586938,0.70656943586938,1,"(0.5, inf)"
2017-03-28,1.0852,1.0852,0.0817643018026395,-0.0027606532670483,-0.0027034715502141,-0.27034715502141,0,"(-0.5, 0.5]"
2017-03-29,1.0756,1.0756,0.0728786454125724,-0.0088856563900671,-0.0088284746732329,-0.8828474673232899,-1,"(-inf, -0.5]"
2017-03-30,1.0726,1.0726,0.0700856075666877,-0.0027930378458846,-0.0027358561290504,-0.27358561290504,0,"(-0.5, 0.5]"
2017-03-31,1.0698,1.0698,0.0674717151150127,-0.002613892451675,-0.0025567107348407,-0.25567107348407,0,"(-0.5, 0.5]"
2017-04-03,1.0655,1.0655,0.0634441725565346,-0.004027542558478,-0.0039703608416438,-0.39703608416437997,0,"(-0.5, 0.5]"
2017-04-04,1.0664,1.0664,0.0642884898823618,0.0008443173258271,0.0009014990426614,0.09014990426614,0,"(-0.5, 0.5]"
2017-04-05,1.0661,1.0661,0.0640071299742924,-0.0002813599080694,-0.0002241781912352,-0.02241781912352,0,"(-0.5, 0.5]"
2017-04-06,1.0651,1.0651,0.0630686914669829,-0.0009384385073094,-0.0008812567904752,-0.08812567904752,0,"(-0.5, 0.5]"
2017-04-07,1.0616,1.0616,0.0597772040358607,-0.0032914874311221,-0.0032343057142879,-0.32343057142879,0,"(-0.5, 0.5]"
2017-04-10,1.0606,1.0606,0.0588347857208925,-0.0009424183149682,-0.000885236598134,-0.08852365981339999,0,"(-0.5, 0.5]"
2017-04-11,1.0614,1.0614,0.0595887914116574,0.0007540056907648,0.0008111874075991,0.08111874075990999,0,"(-0.5, 0.5]"
2017-04-12,1.0611,1.0611,0.0593061058974075,-0.0002826855142499,-0.0002255037974157,-0.022550379741570002,0,"(-0.5, 0.5]"
2017-04-13,1.063,1.063,0.0610950993598108,0.0017889934624033,0.0018461751792375,0.18461751792375,0,"(-0.5, 0.5]"
2017-04-14,1.0625,1.0625,0.0606246218164348,-0.0004704775433759,-0.0004132958265417,-0.04132958265417,0,"(-0.5, 0.5]"
2017-04-17,1.066,1.066,0.0639133257436528,0.003288703927218,0.0033458856440522,0.33458856440522,0,"(-0.5, 0.5]"
2017-04-18,1.0706,1.0706,0.0682192389771438,0.0043059132334909,0.0043630949503252,0.43630949503252003,0,"(-0.5, 0.5]"
2017-04-19,1.0707,1.0707,0.0683126401820872,9.340120494343018e-05,0.0001505829217776,0.015058292177760002,0,"(-0.5, 0.5]"
2017-04-20,1.0758,1.0758,0.0730645708570052,0.0047519306749179,0.0048091123917521,0.48091123917521006,0,"(-0.5, 0.5]"
2017-04-21,1.0694,1.0694,0.067097743532494,-0.0059668273245111,-0.0059096456076769,-0.59096456076769,-1,"(-inf, -0.5]"
2017-04-24,1.0846,1.0846,0.0812112554248232,0.0141135118923291,0.0141706936091634,1.41706936091634,1,"(0.5, inf)"
2017-04-25,1.0941,1.0941,0.0899321075006072,0.008720852075784,0.0087780337926182,0.87780337926182,1,"(0.5, inf)"
2017-04-26,1.0872,1.0872,0.0836055838547968,-0.0063265236458103,-0.0062693419289761,-0.62693419289761,-1,"(-inf, -0.5]"
2017-04-27,1.0864,1.0864,0.0828694778222946,-0.0007361060325021,-0.0006789243156679,-0.06789243156679,0,"(-0.5, 0.5]"
2017-04-28,1.0895,1.0895,0.0857188754025374,0.0028493975802427,0.0029065792970769,0.29065792970769,0,"(-0.5, 0.5]"
2017-05-01,1.0912,1.0912,0.0872780081070605,0.0015591327045231,0.0016163144213573,0.16163144213573,0,"(-0.5, 0.5]"
2017-05-02,1.091,1.091,0.0870947068509337,-0.0001833012561268,-0.0001261195392926,-0.012611953929260001,0,"(-0.5, 0.5]"
2017-05-03,1.092,1.092,0.0880108773227133,0.0009161704717796,0.0009733521886138,0.09733521886138,0,"(-0.5, 0.5]"
2017-05-04,1.0967,1.0967,0.0923056707840261,0.0042947934613127,0.0043519751781469,0.43519751781469,0,"(-0.5, 0.5]"
2017-05-05,1.0996,1.0996,0.0949464773089535,0.0026408065249273,0.0026979882417615,0.26979882417615,0,"(-0.5, 0.5]"
2017-05-08,1.0928,1.0928,0.0887432098343885,-0.0062032674745649,-0.0061460857577307,-0.61460857577307,-1,"(-inf, -0.5]"
2017-05-09,1.0875,1.0875,0.083881483980702,-0.0048617258536865,-0.0048045441368523,-0.48045441368523,0,"(-0.5, 0.5]"
2017-05-10,1.0873,1.0873,0.0836975590215666,-0.0001839249591353,-0.0001267432423011,-0.01267432423011,0,"(-0.5, 0.5]"
2017-05-11,1.0869,1.0869,0.0833296075870041,-0.0003679514345625,-0.0003107697177282,-0.031076971772820004,0,"(-0.5, 0.5]"
2017-05-12,1.0926,1.0926,0.0885601769794802,0.005230569392476,0.0052877511093102,0.52877511093102,1,"(0.5, inf)"
2017-05-15,1.0979,1.0979,0.0933992642585497,0.0048390872790695,0.0048962689959037,0.48962689959037003,0,"(-0.5, 0.5]"
2017-05-16,1.1072,1.1072,0.101834305881268,0.0084350416227182,0.0084922233395524,0.84922233395524,1,"(0.5, inf)"
2017-05-17,1.1134,1.1134,0.1074183967672702,0.0055840908860022,0.0056412726028364,0.56412726028364,1,"(0.5, inf)"
2017-05-18,1.113,1.113,0.1070590722934077,-0.0003593244738625,-0.0003021427570282,-0.03021427570282,0,"(-0.5, 0.5]"
2017-05-19,1.119,1.119,0.1124354293297881,0.0053763570363803,0.0054335387532146,0.54335387532146,1,"(0.5, inf)"
2017-05-22,1.1236,1.1236,0.1165378162479515,0.0041023869181633,0.0041595686349975,0.41595686349975,0,"(-0.5, 0.5]"
2017-05-23,1.1198,1.1198,0.1131500979326557,-0.0033877183152957,-0.0033305365984614,-0.33305365984614,0,"(-0.5, 0.5]"
2017-05-24,1.1175,1.1175,0.1110940475055868,-0.0020560504270689,-0.0019988687102347,-0.19988687102347,0,"(-0.5, 0.5]"
2017-05-25,1.1218,1.1218,0.1149345380920994,0.0038404905865126,0.0038976723033468,0.38976723033467997,0,"(-0.5, 0.5]"
2017-05-26,1.117,1.117,0.1106465200870636,-0.0042880180050357,-0.0042308362882015,-0.42308362882015,0,"(-0.5, 0.5]"
2017-05-29,,1.11765,0.1112282666857091,0.0005817465986455,0.0006389283154797,0.06389283154797,0,"(-0.5, 0.5]"
2017-05-30,1.1183,1.1183,0.1118096750520056,0.0005814083662964,0.0006385900831307,0.06385900831307,0,"(-0.5, 0.5]"
2017-05-31,1.1236,1.1236,0.1165378162479515,0.0047281411959458,0.00478532291278,0.478532291278,0,"(-0.5, 0.5]"
2017-06-01,1.1214,1.1214,0.114577904707435,-0.0019599115405164,-0.0019027298236822,-0.19027298236822002,0,"(-0.5, 0.5]"
2017-06-02,1.127,1.127,0.1195592350576392,0.0049813303502041,0.0050385120670384,0.50385120670384,1,"(0.5, inf)"
2017-06-05,1.125,1.125,0.1177830356563834,-0.0017761994012557,-0.0017190176844215,-0.17190176844215,0,"(-0.5, 0.5]"
2017-06-06,1.1266,1.1266,0.1192042474784765,0.0014212118220931,0.0014783935389273,0.14783935389273,0,"(-0.5, 0.5]"
2017-06-07,1.1236,1.1236,0.1165378162479515,-0.002666431230525,-0.0026092495136908,-0.26092495136908,0,"(-0.5, 0.5]"
2017-06-08,1.1217,1.1217,0.1148453916690406,-0.0016924245789108,-0.0016352428620766,-0.16352428620766002,0,"(-0.5, 0.5]"
2017-06-09,1.119,1.119,0.1124354293297881,-0.0024099623392524,-0.0023527806224182,-0.23527806224182,0,"(-0.5, 0.5]"
2017-06-12,1.1204,1.1204,0.1136857644038164,0.0012503350740282,0.0013075167908625,0.13075167908625,0,"(-0.5, 0.5]"
2017-06-13,1.1194,1.1194,0.1127928274751221,-0.0008929369286943,-0.0008357552118601,-0.08357552118601,0,"(-0.5, 0.5]"
2017-06-14,1.1277,1.1277,0.1201801602561048,0.0073873327809827,0.0074445144978169,0.74445144978169,1,"(0.5, inf)"
2017-06-15,1.1152,1.1152,0.1090337610241223,-0.0111463992319825,-0.0110892175151482,-1.10892175151482,-1,"(-inf, -0.5]"
2017-06-16,1.1194,1.1194,0.1127928274751221,0.0037590664509997,0.0038162481678339,0.38162481678339,0,"(-0.5, 0.5]"
2017-06-19,1.116,1.116,0.1097508639591192,-0.0030419635160028,-0.0029847817991685,-0.29847817991685,0,"(-0.5, 0.5]"
2017-06-20,1.1124,1.1124,0.1065198433776727,-0.0032310205814465,-0.0031738388646122,-0.31738388646122,0,"(-0.5, 0.5]"
2017-06-21,1.1143,1.1143,0.1082264050708712,0.0017065616931984,0.0017637434100327,0.17637434100326999,0,"(-0.5, 0.5]"
2017-06-22,1.1148,1.1148,0.1086750166256561,0.0004486115547848,0.000505793271619,0.0505793271619,0,"(-0.5, 0.5]"
2017-06-23,1.1196,1.1196,0.1129714786591613,0.0042964620335052,0.0043536437503394,0.43536437503394,0,"(-0.5, 0.5]"
2017-06-26,1.1196,1.1196,0.1129714786591613,0.0,5.718171683422293e-05,0.005718171683422293,0,"(-0.5, 0.5]"
2017-06-27,1.13,1.13,0.1222176327242491,0.0092461540650877,0.0093033357819219,0.93033357819219,1,"(0.5, inf)"
2017-06-28,1.1364,1.1364,0.1278653709978958,0.0056477382736467,0.0057049199904809,0.57049199904809,1,"(0.5, inf)"
2017-06-29,1.142,1.142,0.1327811112338184,0.0049157402359225,0.0049729219527567,0.49729219527567,0,"(-0.5, 0.5]"
2017-06-30,1.1411,1.1411,0.1319927094584969,-0.0007884017753214,-0.0007312200584872,-0.07312200584872,0,"(-0.5, 0.5]"
2017-07-03,1.1367,1.1367,0.1281293277105278,-0.0038633817479691,-0.0038062000311349,-0.38062000311349,0,"(-0.5, 0.5]"
2017-07-04,,1.13515,0.1267648007914971,-0.0013645269190306,-0.0013073452021964,-0.13073452021964,0,"(-0.5, 0.5]"
2017-07-05,1.1336,1.1336,0.1253984093943335,-0.0013663913971635,-0.0013092096803292,-0.13092096803292,0,"(-0.5, 0.5]"
2017-07-06,1.1409,1.1409,0.1318174246201866,0.006419015225853,0.0064761969426872,0.64761969426872,1,"(0.5, inf)"
2017-07-07,1.1396,1.1396,0.1306773236416161,-0.0011401009785705,-0.0010829192617362,-0.10829192617362,0,"(-0.5, 0.5]"
2017-07-10,1.1396,1.1396,0.1306773236416161,0.0,5.718171683422293e-05,0.005718171683422293,0,"(-0.5, 0.5]"
2017-07-11,1.143,1.143,0.1336563848126736,0.0029790611710574,0.0030362428878917,0.30362428878917,0,"(-0.5, 0.5]"
2017-07-12,1.1411,1.1411,0.1319927094584969,-0.0016636753541766,-0.0016064936373424,-0.16064936373424002,0,"(-0.5, 0.5]"
2017-07-13,1.1385,1.1385,0.1297116065216573,-0.0022811029368396,-0.0022239212200054,-0.22239212200054,0,"(-0.5, 0.5]"
2017-07-14,1.1452,1.1452,0.1355792942418229,0.0058676877201656,0.0059248694369998,0.59248694369998,1,"(0.5, inf)"
2017-07-17,1.147,1.147,0.1371498381472336,0.0015705439054107,0.0016277256222449,0.16277256222449,0,"(-0.5, 0.5]"
2017-07-18,1.1578,1.1578,0.1465216526627671,0.0093718145155334,0.0094289962323677,0.94289962323677,1,"(0.5, inf)"
2017-07-19,1.1518,1.1518,0.1413259360904349,-0.0051957165723322,-0.005138534855498,-0.5138534855498,-1,"(-inf, -0.5]"
2017-07-20,1.1634,1.1634,0.151346752494524,0.0100208164040891,0.0100779981209233,1.00779981209233,1,"(0.5, inf)"
2017-07-21,1.1655,1.1655,0.1531501794936747,0.0018034269991507,0.0018606087159849,0.18606087159849,0,"(-0.5, 0.5]"
2017-07-24,1.1642,1.1642,0.152034155855498,-0.0011160236381767,-0.0010588419213425,-0.10588419213424999,0,"(-0.5, 0.5]"
2017-07-25,1.1656,1.1656,0.153235975898858,0.00120182004336,0.0012590017601942,0.12590017601942,0,"(-0.5, 0.5]"
2017-07-26,1.1632,1.1632,0.1511748277971178,-0.0020611481017401,-0.0020039663849059,-0.20039663849059,0,"(-0.5, 0.5]"
2017-07-27,1.1656,1.1656,0.153235975898858,0.0020611481017401,0.0021183298185743,0.21183298185743,0,"(-0.5, 0.5]"
2017-07-28,1.1754,1.1754,0.161608515196413,0.0083725392975549,0.0084297210143892,0.84297210143892,1,"(0.5, inf)"
2017-07-31,1.1826,1.1826,0.1677154044045925,0.0061068892081795,0.0061640709250137,0.61640709250137,1,"(0.5, inf)"
2017-08-01,1.1799,1.1799,0.1654296891237364,-0.002285715280856,-0.0022285335640218,-0.22285335640218001,0,"(-0.5, 0.5]"
2017-08-02,1.1861,1.1861,0.1706706140530929,0.0052409249293565,0.0052981066461907,0.52981066461907,1,"(0.5, inf)"
2017-08-03,1.188,1.188,0.1722712209404531,0.0016006068873601,0.0016577886041943,0.16577886041943,0,"(-0.5, 0.5]"
2017-08-04,1.1754,1.1754,0.161608515196413,-0.0106627057440401,-0.0106055240272059,-1.0605524027205901,-1,"(-inf, -0.5]"
2017-08-07,1.1788,1.1788,0.1644969718814026,0.0028884566849896,0.0029456384018238,0.29456384018237997,0,"(-0.5, 0.5]"
2017-08-08,1.1724,1.1724,0.1590529298546004,-0.0054440420268022,-0.005386860309968,-0.5386860309968,-1,"(-inf, -0.5]"
2017-08-09,1.1748,1.1748,0.161097920342328,0.0020449904877276,0.0021021722045618,0.21021722045618,0,"(-0.5, 0.5]"
2017-08-10,1.1751,1.1751,0.1613532503577583,0.0002553300154302,0.0003125117322645,0.03125117322645,0,"(-0.5, 0.5]"
2017-08-11,1.1811,1.1811,0.1664462076356645,0.0050929572779062,0.0051501389947404,0.51501389947404,1,"(0.5, inf)"
2017-08-14,1.1786,1.1786,0.1643272934216759,-0.0021189142139885,-0.0020617324971542,-0.20617324971542,0,"(-0.5, 0.5]"
