date,log_m1_daily,m1_daily,m1_rebased_2015m1_100
2015-07-19,8.016001412875788,3029.041200279459,102.99007855154399
2015-07-20,8.01583002803233,3028.522113010636,102.97242912551891
2015-07-21,8.015658643188873,3028.003114697886,102.95478272407898
2015-07-22,8.015487258345415,3027.4842053259526,102.93713934670544
2015-07-23,8.015315873501958,3026.965384879606,102.91949899288046
2015-07-24,8.0151444886585,3026.4466533435957,102.90186166208551
2015-07-25,8.014973103815043,3025.928010702696,102.8842273538029
2015-07-26,8.014801718971585,3025.4094569416625,102.86659606751431
2015-07-27,8.014630334128128,3024.8909920452743,102.84896780270223
2015-07-28,8.01445894928467,3024.3726159982916,102.83134255884848
2015-07-29,8.014287564441213,3023.8543287854995,102.81372033543575
2015-07-30,8.014116179597755,3023.3361303916636,102.79610113194602
2015-07-31,8.013944794754298,3022.8180208015733,102.77848494786217
2015-08-01,8.01377340991084,3022.3,102.7608717826664
2015-08-02,8.013709306161365,3022.106265447584,102.75428463661844
2015-08-03,8.013645202411888,3021.912543313876,102.74769791281754
2015-08-04,8.013581098662414,3021.7188335980904,102.741111611237
2015-08-05,8.013516994912939,3021.525136299426,102.73452573184953
2015-08-06,8.013452891163464,3021.3314514170866,102.72794027462812
2015-08-07,8.013388787413987,3021.137778950271,102.72135523954546
2015-08-08,8.013324683664512,3020.944118898194,102.71477062657493
2015-08-09,8.013260579915038,3020.750471260055,102.70818643568921
2015-08-10,8.013196476165563,3020.5568360350576,102.70160266686132
2015-08-11,8.013132372416086,3020.363213222401,102.69501932006399
2015-08-12,8.013068268666611,3020.1696028213,102.68843639527051
2015-08-13,8.013004164917136,3019.976004830954,102.68185389245367
2015-08-14,8.012940061167662,3019.7824192505673,102.67527181158643
2015-08-15,8.012875957418185,3019.588846079339,102.66869015264153
2015-08-16,8.01281185366871,3019.3952853164847,102.66210891559231
2015-08-17,8.012747749919235,3019.201736961203,102.65552810041154
2015-08-18,8.01268364616976,3019.008201012699,102.64894770707218
2015-08-19,8.012619542420284,3018.8146774701722,102.64236773554703
2015-08-20,8.012555438670809,3018.6211663328377,102.63578818580935
2015-08-21,8.012491334921334,3018.427667599895,102.62920905783197
2015-08-22,8.01242723117186,3018.234181270549,102.62263035158784
2015-08-23,8.012363127422383,3018.040707343999,102.61605206704975
2015-08-24,8.012299023672908,3017.8472458194615,102.60947420419105
2015-08-25,8.012234919923433,3017.6537966961355,102.60289676298449
2015-08-26,8.012170816173958,3017.460359973226,102.59631974340304
2015-08-27,8.012106712424481,3017.266935649933,102.58974314541956
2015-08-28,8.012042608675007,3017.0735237254726,102.5831669690073
2015-08-29,8.011978504925532,3016.880124199044,102.57659121413909
2015-08-30,8.011914401176057,3016.686737069853,102.57001588078793
2015-08-31,8.01185029742658,3016.4933623370994,102.5634409689266
2015-09-01,8.011786193677105,3016.2999999999993,102.55686647852843
2015-09-02,8.01173753348245,3016.1532298258203,102.55187616285816
2015-09-03,8.011688873287794,3016.0064667933325,102.54688609001168
2015-09-04,8.011640213093138,3015.8597109021894,102.54189625997722
2015-09-05,8.011591552898482,3015.712962152042,102.53690667274296
2015-09-06,8.011542892703826,3015.566220542544,102.53191732829707
2015-09-07,8.01149423250917,3015.419486073348,102.52692822662775
2015-09-08,8.011445572314514,3015.2727587441054,102.52193936772318
2015-09-09,8.011396912119856,3015.1260385544647,102.51695075157137
2015-09-10,8.0113482519252,3014.979325504088,102.51196237816087
2015-09-11,8.011299591730545,3014.832619592624,102.50697424747968
2015-09-12,8.011250931535889,3014.685920819724,102.501986359516
2015-09-13,8.011202271341233,3014.539229185041,102.49699871425801
2015-09-14,8.011153611146577,3014.392544688228,102.4920113116939
2015-09-15,8.011104950951921,3014.245867328938,102.48702415181188
2015-09-16,8.011056290757265,3014.0991971068224,102.4820372346001
2015-09-17,8.01100763056261,3013.9525340215355,102.4770505600468
2015-09-18,8.010958970367954,3013.805878072729,102.47206412814013
2015-09-19,8.010910310173298,3013.6592292600553,102.46707793886833
2015-09-20,8.010861649978642,3013.512587583168,102.46209199221954
2015-09-21,8.010812989783986,3013.3659530417203,102.457106288182
2015-09-22,8.01076432958933,3013.219325635364,102.45212082674391
2015-09-23,8.010715669394674,3013.072705363752,102.4471356078934
2015-09-24,8.010667009200017,3012.926092226532,102.44215063161855
2015-09-25,8.01061834900536,3012.7794862233677,102.43716589790787
2015-09-26,8.010569688810705,3012.6328873539064,102.43218140674944
2015-09-27,8.010521028616049,3012.4862956178013,102.4271971581314
2015-09-28,8.010472368421393,3012.3397110147052,102.42221315204196
2015-09-29,8.010423708226737,3012.1931335442705,102.41722938846934
2015-09-30,8.010375048032081,3012.0465632061505,102.4122458674017
2015-10-01,8.010326387837425,3011.8999999999983,102.40726258882728
2015-10-02,8.010797394461093,3013.3189589931335,102.45550844898625
2015-10-03,8.011268401084763,3014.7385864827793,102.50377703861753
2015-10-04,8.011739407708431,3016.158882783865,102.55206836842903
2015-10-05,8.0122104143321,3017.579848211491,102.60038244913441
2015-10-06,8.012681420955769,3019.0014830808836,102.64871929145166
2015-10-07,8.013152427579438,3020.423787707439,102.69707890610451
