date,log_ip_daily_sa,ip_daily_sa,ip_rebased_2015m1_100,log_ip_rebased_2015m1_100
2015-01-01,4.615076722407673,100.995576859063,100.0,4.605170185988092
2015-01-02,4.614492705150778,100.93661091954631,99.94161532479886,4.604586168731196
2015-01-03,4.613908687893883,100.8776794071019,99.8832647373007,4.604002151474301
2015-01-04,4.613324670636987,100.81878230162961,99.82494821760353,4.603418134217406
2015-01-05,4.612740653380091,100.75991958304097,99.76666574581688,4.6028341169605085
2015-01-06,4.612156636123196,100.70109123125947,99.70841730206217,4.602250099703613
2015-01-07,4.6115726188663,100.6422972262201,99.65020286647217,4.601666082446719
2015-01-08,4.610988601609405,100.5835375478696,99.5920224191913,4.601082065189822
2015-01-09,4.610404584352509,100.52481217616645,99.53387594037561,4.600498047932928
2015-01-10,4.609820567095614,100.46612109108084,99.47576341019271,4.599914030676032
2015-01-11,4.609236549838719,100.40746427259462,99.4176848088218,4.599330013419136
2015-01-12,4.608652532581823,100.34884170070137,99.35964011645369,4.598745996162242
2015-01-13,4.608068515324927,100.29025335540622,99.30162931329059,4.598161978905345
2015-01-14,4.607484498068032,100.23169921672626,99.24365237954656,4.597577961648449
2015-01-15,4.606900480811136,100.17317926468999,99.18570929544703,4.596993944391554
2015-01-16,4.606316463554241,100.11469347933765,99.12780004122894,4.596409927134659
2015-01-17,4.6057324462973455,100.05624184072111,99.06992459714083,4.595825909877764
2015-01-18,4.60514842904045,99.99782432890393,99.01208294344276,4.595241892620868
2015-01-19,4.604564411783555,99.9394409239613,98.95427506040635,4.594657875363972
2015-01-20,4.603980394526659,99.88109160598,98.8965009283147,4.594073858107078
2015-01-21,4.603396377269763,99.82277635505841,98.83876052746231,4.593489840850181
2015-01-22,4.602812360012868,99.76449515130675,98.78105383815551,4.592905823593286
2015-01-23,4.602228342755972,99.70624797484659,98.72338084071184,4.592321806336391
2015-01-24,4.601644325499077,99.64803480581124,98.6657415154604,4.591737789079494
2015-01-25,4.6010603082421815,99.58985562434555,98.6081358427418,4.591153771822599
2015-01-26,4.600476290985286,99.53171041060598,98.55056380290812,4.590569754565704
2015-01-27,4.599892273728391,99.47359914476061,98.49302537632289,4.589985737308808
2015-01-28,4.599308256471495,99.41552180698905,98.43552054336115,4.589401720051914
2015-01-29,4.598724239214599,99.35747837748244,98.37804928440927,4.588817702795017
2015-01-30,4.598140221957704,99.2994688364437,98.32061157986534,4.588233685538121
2015-01-31,4.597556204700808,99.24149316408707,98.26320741013866,4.587649668281226
2015-02-01,4.596972187443913,99.18355134063846,98.20583675565004,4.587065651024331
2015-02-02,4.59743148541669,99.2291166079185,98.25095285746073,4.587524948997109
2015-02-03,4.5978907833894676,99.27470280804027,98.296089685765,4.587984246969886
2015-02-04,4.598350081362244,99.3203099506203,98.34124725008454,4.588443544942662
2015-02-05,4.598809379335021,99.3659380452798,98.38642555994575,4.58890284291544
2015-02-06,4.599268677307799,99.41158710164414,98.4316246248791,4.589362140888217
2015-02-07,4.599727975280576,99.45725712934322,98.47684445441955,4.5898214388609935
2015-02-08,4.600187273253352,99.50294813801123,98.52208505810637,4.590280736833771
2015-02-09,4.60064657122613,99.5486601372871,98.56734644548342,4.590740034806548
2015-02-10,4.601105869198907,99.59439313681386,98.6126286260987,4.591199332779325
2015-02-11,4.601565167171684,99.64014714623914,98.65793160950473,4.591658630752103
2015-02-12,4.602024465144462,99.68592217521496,98.70325540525836,4.59211792872488
2015-02-13,4.602483763117238,99.73171823339764,98.74860002292077,4.592577226697656
2015-02-14,4.6029430610900155,99.7775353304483,98.7939654720578,4.593036524670433
2015-02-15,4.603402359062793,99.82337347603215,98.83935176223943,4.593495822643211
2015-02-16,4.60386165703557,99.86923267981896,98.88475890304007,4.593955120615988
2015-02-17,4.6043209550083475,99.91511295148297,98.93018690403859,4.594414418588766
2015-02-18,4.604780252981124,99.9610143007027,98.97563577481814,4.594873716561542
2015-02-19,4.605239550953901,100.00693673716148,99.02110552496657,4.59533301453432
2015-02-20,4.605698848926679,100.05288027054674,99.06659616407582,4.595792312507097
2015-02-21,4.606158146899456,100.09884491055047,99.11210770174233,4.596251610479873
2015-02-22,4.606617444872233,100.14483066686915,99.15764014756702,4.596710908452651
2015-02-23,4.60707674284501,100.19083754920361,99.20319351115506,4.597170206425427
2015-02-24,4.607536040817787,100.23686556725936,99.24876780211632,4.5976295043982045
2015-02-25,4.607995338790564,100.28291473074616,99.29436303006483,4.598088802370983
2015-02-26,4.608454636763342,100.32898504937826,99.33997920461908,4.598548100343759
2015-02-27,4.608913934736118,100.37507653287436,99.38561633540198,4.5990073983165365
2015-02-28,4.609373232708895,100.42118919095783,99.43127443204102,4.599466696289314
2015-03-01,4.609832530681673,100.46732303335625,99.4769535041679,4.59992599426209
2015-03-02,4.609522432155663,100.43617309459617,99.44611062992644,4.599615895736082
2015-03-03,4.609212333629655,100.40503281388871,99.4152773185321,4.599305797210072
2015-03-04,4.6089022351036455,100.37390218823923,99.38445356701978,4.598995698684064
2015-03-05,4.608592136577637,100.34278121465434,99.35363937242558,4.598685600158055
2015-03-06,4.608282038051628,100.31166989014123,99.32283473178619,4.598375501632045
2015-03-07,4.607971939525619,100.2805682117084,99.29203964213961,4.5980654031060375
2015-03-08,4.60766184099961,100.2494761763649,99.26125410052435,4.597755304580028
2015-03-09,4.607351742473601,100.21839378112102,99.23047810398022,4.597445206054019
2015-03-10,4.607041643947592,100.18732102298772,99.19971164954761,4.59713510752801
2015-03-11,4.606731545421583,100.15625789897716,99.16895473426813,4.596825009002001
