date,log_ip_daily_sa,ip_daily_sa,ip_rebased_2015m1_100,log_ip_rebased_2015m1_100
2017-07-06,4.588640376478227,98.36060581391558,107.49792985127382,4.677471590184842
2017-07-07,4.588967208701789,98.3927584834027,107.53306938076794,4.677798422408404
2017-07-08,4.589294040925351,98.42492166313565,107.56822039686953,4.678125254631967
2017-07-09,4.589620873148912,98.45709535655016,107.60338290333347,4.678452086855528
2017-07-10,4.589947705372474,98.48927956708299,107.6385569039158,4.678778919079089
2017-07-11,4.590274537596035,98.52147429817205,107.67374240237379,4.67910575130265
2017-07-12,4.590601369819597,98.55367955325636,107.70893940246593,4.679432583526212
2017-07-13,4.590928202043158,98.58589533577606,107.74414790795194,4.679759415749773
2017-07-14,4.5912550342667195,98.61812164917242,107.77936792259277,4.6800862479733345
2017-07-15,4.591581866490281,98.65035849688782,107.8145994501506,4.680413080196897
2017-07-16,4.591908698713842,98.68260588236579,107.84984249438881,4.680739912420458
2017-07-17,4.592235530937405,98.71486380905105,107.88509705907217,4.681066744644021
2017-07-18,4.592562363160966,98.74713228038921,107.92036314796631,4.681393576867582
2017-07-19,4.592889195384528,98.77941129982723,107.95564076483848,4.6817204090911435
2017-07-20,4.593216027608089,98.81170087081317,107.99092991345698,4.682047241314705
2017-07-21,4.593542859831651,98.84400099679614,108.02623059759138,4.682374073538266
2017-07-22,4.593869692055212,98.87631168122643,108.06154282101245,4.682700905761827
2017-07-23,4.5941965242787735,98.90863292755544,108.09686658749224,4.683027737985388
2017-07-24,4.594523356502335,98.94096473923574,108.13220190080406,4.683354570208951
2017-07-25,4.594850188725896,98.97330711972094,108.1675487647223,4.683681402432511
2017-07-26,4.595177020949458,99.00566007246586,108.20290718302277,4.684008234656074
2017-07-27,4.59550385317302,99.0380236009265,108.23827715948246,4.684335066879635
2017-07-28,4.595830685396582,99.07039770855972,108.27365869787944,4.6846618991031965
2017-07-29,4.596157517620143,99.10278239882382,108.30905180199322,4.684988731326759
2017-07-30,4.5964843498437045,99.13517767517808,108.34445647560442,4.685315563550319
2017-07-31,4.596811182067266,99.16758354108296,108.37987272249501,4.685642395773882
2017-08-01,4.597138014290827,99.20000000000003,108.41530054644808,4.685969227997443
2017-08-02,4.5970076784993115,99.18707153202101,108.40117107324696,4.685838892205926
2017-08-03,4.596877342707795,99.1741447489742,108.38704344150183,4.6857085564144105
2017-08-04,4.596747006916279,99.16121965064019,108.37291765097285,4.685578220622895
2017-08-05,4.596616671124762,99.14829623679923,108.35879370141987,4.685447884831377
2017-08-06,4.596486335333246,99.13537450723197,108.34467159260322,4.685317549039862
2017-08-07,4.596355999541729,99.12245446171873,108.33055132428274,4.685187213248345
2017-08-08,4.5962256637502135,99.1095361000402,108.31643289621877,4.685056877456829
2017-08-09,4.596095327958697,99.09661942197675,108.30231630817129,4.6849265416653125
2017-08-10,4.595964992167181,99.08370442730914,108.28820155990067,4.684796205873796
2017-08-11,4.595834656375664,99.07079111581783,108.27408865116699,4.68466587008228
2017-08-12,4.595704320584148,99.05787948728357,108.25997758173065,4.684535534290764
2017-08-13,4.595573984792632,99.04496954148699,108.24586835135186,4.684405198499247
