date,IP_EU
2015-07-17,97.3585534538789
2015-07-18,97.3585534538789
2015-07-19,97.3585534538789
2015-07-20,97.3585534538789
2015-07-21,97.3585534538789
2015-07-22,97.3585534538789
2015-07-23,97.3585534538789
2015-07-24,97.3585534538789
2015-07-25,97.3585534538789
2015-07-26,97.3585534538789
2015-07-27,97.3585534538789
2015-07-28,97.3585534538789
2015-07-29,97.3585534538789
2015-07-30,97.3585534538789
2015-07-31,97.3585534538789
2015-08-01,97.3585534538789
2015-08-02,97.3585534538789
2015-08-03,97.3585534538789
2015-08-04,97.3585534538789
2015-08-05,97.3585534538789
2015-08-06,97.3585534538789
2015-08-07,97.3585534538789
2015-08-08,97.3585534538789
2015-08-09,97.3585534538789
2015-08-10,97.3585534538789
2015-08-11,97.3585534538789
2015-08-12,97.3585534538789
2015-08-13,97.3585534538789
2015-08-14,97.3585534538789
2015-08-15,97.3585534538789
2015-08-16,97.3585534538789
2015-08-17,97.3585534538789
2015-08-18,97.3585534538789
2015-08-19,97.3585534538789
2015-08-20,97.3585534538789
2015-08-21,97.3585534538789
2015-08-22,97.3585534538789
2015-08-23,97.3585534538789
2015-08-24,97.3585534538789
2015-08-25,97.3585534538789
2015-08-26,97.3585534538789
2015-08-27,97.3585534538789
2015-08-28,97.3585534538789
2015-08-29,97.3585534538789
2015-08-30,97.3585534538789
2015-08-31,97.3585534538789
2015-09-01,97.3585534538789
2015-09-02,97.52298419576154
2015-09-03,97.68741493764418
2015-09-04,97.8518456795268
2015-09-05,98.01627642140944
2015-09-06,98.18070716329208
2015-09-07,98.34513790517472
2015-09-08,98.50956864705735
2015-09-09,98.67399938893999
2015-09-10,98.83843013082263
2015-09-11,99.00286087270527
2015-09-12,99.1672916145879
2015-09-13,99.33172235647054
2015-09-14,99.49615309835318
2015-09-15,99.66058384023582
2015-09-16,99.82501458211846
2015-09-17,99.98944532400108
2015-09-18,100.15387606588372
2015-09-19,100.31830680776636
2015-09-20,100.482737549649
2015-09-21,100.64716829153163
2015-09-22,100.81159903341427
2015-09-23,100.97602977529691
2015-09-24,101.14046051717955
2015-09-25,101.30489125906217
2015-09-26,101.46932200094481
2015-09-27,101.63375274282745
2015-09-28,101.7981834847101
2015-09-29,101.96261422659273
2015-09-30,102.12704496847536
2015-10-01,102.291475710358
2015-10-02,102.291475710358
2015-10-03,102.291475710358
2015-10-04,102.291475710358
2015-10-05,102.291475710358
2015-10-06,102.291475710358
2015-10-07,102.291475710358
2015-10-08,102.291475710358
2015-10-09,102.291475710358
2015-10-10,102.291475710358
2015-10-11,102.291475710358
2015-10-12,102.291475710358
2015-10-13,102.291475710358
2015-10-14,102.291475710358
2015-10-15,102.291475710358
2015-10-16,102.291475710358
2015-10-17,102.291475710358
2015-10-18,102.291475710358
2015-10-19,102.291475710358
2015-10-20,102.291475710358
2015-10-21,102.291475710358
2015-10-22,102.291475710358
2015-10-23,102.291475710358
2015-10-24,102.291475710358
2015-10-25,102.291475710358
2015-10-26,102.291475710358
2015-10-27,102.291475710358
2015-10-28,102.291475710358
2015-10-29,102.291475710358
2015-10-30,102.291475710358
2015-10-31,102.291475710358
2015-11-01,102.291475710358
2015-11-02,102.291475710358
2015-11-03,102.291475710358
2015-11-04,102.291475710358
2015-11-05,102.291475710358
2015-11-06,102.291475710358
2015-11-07,102.291475710358
2015-11-08,102.291475710358
2015-11-09,102.291475710358
2015-11-10,102.291475710358
2015-11-11,102.291475710358
2015-11-12,102.291475710358
2015-11-13,102.291475710358
2015-11-14,102.291475710358
2015-11-15,102.291475710358
2015-11-16,102.291475710358
2015-11-17,102.291475710358
2015-11-18,102.291475710358
2015-11-19,102.291475710358
2015-11-20,102.291475710358
2015-11-21,102.291475710358
2015-11-22,102.291475710358
2015-11-23,102.291475710358
2015-11-24,102.291475710358
2015-11-25,102.291475710358
2015-11-26,102.291475710358
2015-11-27,102.291475710358
2015-11-28,102.291475710358
2015-11-29,102.291475710358
2015-11-30,102.291475710358
2015-12-01,102.291475710358
2015-12-02,102.27642320129287
2015-12-03,102.26137069222774
2015-12-04,102.24631818316261
2015-12-05,102.23126567409749
2015-12-06,102.21621316503236
2015-12-07,102.20116065596723
2015-12-08,102.1861081469021
2015-12-09,102.17105563783697
2015-12-10,102.15600312877184
2015-12-11,102.14095061970671
2015-12-12,102.12589811064159
2015-12-13,102.11084560157646
2015-12-14,102.09579309251133
2015-12-15,102.0807405834462
2015-12-16,102.06568807438107
2015-12-17,102.05063556531593
2015-12-18,102.0355830562508
2015-12-19,102.02053054718567
2015-12-20,102.00547803812054
2015-12-21,101.99042552905541
2015-12-22,101.97537301999029
2015-12-23,101.96032051092516
2015-12-24,101.94526800186003
2015-12-25,101.9302154927949
2015-12-26,101.91516298372977
2015-12-27,101.90011047466464
2015-12-28,101.88505796559951
2015-12-29,101.87000545653439
2015-12-30,101.85495294746926
2015-12-31,101.83990043840413
2016-01-01,101.824847929339
2016-01-02,101.824847929339
2016-01-03,101.824847929339
2016-01-04,101.824847929339
2016-01-05,101.824847929339
2016-01-06,101.824847929339
2016-01-07,101.824847929339
2016-01-08,101.824847929339
2016-01-09,101.824847929339
2016-01-10,101.824847929339
2016-01-11,101.824847929339
2016-01-12,101.824847929339
2016-01-13,101.824847929339
2016-01-14,101.824847929339
2016-01-15,101.824847929339
2016-01-16,101.824847929339
2016-01-17,101.824847929339
2016-01-18,101.824847929339
2016-01-19,101.824847929339
2016-01-20,101.824847929339
2016-01-21,101.824847929339
2016-01-22,101.824847929339
2016-01-23,101.824847929339
2016-01-24,101.824847929339
2016-01-25,101.824847929339
2016-01-26,101.824847929339
2016-01-27,101.824847929339
2016-01-28,101.824847929339
2016-01-29,101.824847929339
2016-01-30,101.824847929339
2016-01-31,101.824847929339
2016-02-01,101.824847929339
2016-02-02,101.824847929339
2016-02-03,101.824847929339
2016-02-04,101.824847929339
2016-02-05,101.824847929339
2016-02-06,101.824847929339
2016-02-07,101.824847929339
2016-02-08,101.824847929339
2016-02-09,101.824847929339
2016-02-10,101.824847929339
2016-02-11,101.824847929339
2016-02-12,101.824847929339
2016-02-13,101.824847929339
2016-02-14,101.824847929339
2016-02-15,101.824847929339
2016-02-16,101.824847929339
2016-02-17,101.824847929339
2016-02-18,101.824847929339
2016-02-19,101.824847929339
2016-02-20,101.824847929339
2016-02-21,101.824847929339
2016-02-22,101.824847929339
2016-02-23,101.824847929339
2016-02-24,101.824847929339
2016-02-25,101.824847929339
2016-02-26,101.824847929339
2016-02-27,101.824847929339
2016-02-28,101.824847929339
2016-02-29,101.824847929339
2016-03-01,101.824847929339
2016-03-02,101.8130209579307
2016-03-03,101.80119398652242
2016-03-04,101.78936701511412
2016-03-05,101.77754004370584
2016-03-06,101.76571307229754
2016-03-07,101.75388610088926
2016-03-08,101.74205912948096
2016-03-09,101.73023215807268
2016-03-10,101.71840518666438
2016-03-11,101.7065782152561
2016-03-12,101.6947512438478
2016-03-13,101.68292427243952
2016-03-14,101.67109730103122
2016-03-15,101.65927032962294
2016-03-16,101.64744335821464
2016-03-17,101.63561638680636
2016-03-18,101.62378941539806
2016-03-19,101.61196244398978
2016-03-20,101.60013547258148
2016-03-21,101.5883085011732
2016-03-22,101.5764815297649
2016-03-23,101.56465455835662
2016-03-24,101.55282758694833
2016-03-25,101.54100061554004
2016-03-26,101.52917364413175
2016-03-27,101.51734667272346
2016-03-28,101.50551970131517
2016-03-29,101.49369272990688
2016-03-30,101.48186575849859
2016-03-31,101.4700387870903
2016-04-01,101.458211815682
2016-04-02,101.458211815682
2016-04-03,101.458211815682
2016-04-04,101.458211815682
2016-04-05,101.458211815682
2016-04-06,101.458211815682
2016-04-07,101.458211815682
2016-04-08,101.458211815682
2016-04-09,101.458211815682
2016-04-10,101.458211815682
2016-04-11,101.458211815682
2016-04-12,101.458211815682
2016-04-13,101.458211815682
2016-04-14,101.458211815682
2016-04-15,101.458211815682
2016-04-16,101.458211815682
2016-04-17,101.458211815682
2016-04-18,101.458211815682
2016-04-19,101.458211815682
2016-04-20,101.458211815682
2016-04-21,101.458211815682
2016-04-22,101.458211815682
2016-04-23,101.458211815682
2016-04-24,101.458211815682
2016-04-25,101.458211815682
2016-04-26,101.458211815682
2016-04-27,101.458211815682
2016-04-28,101.458211815682
2016-04-29,101.458211815682
2016-04-30,101.458211815682
2016-05-01,101.458211815682
2016-05-02,101.458211815682
2016-05-03,101.458211815682
2016-05-04,101.458211815682
2016-05-05,101.458211815682
2016-05-06,101.458211815682
2016-05-07,101.458211815682
2016-05-08,101.458211815682
2016-05-09,101.458211815682
2016-05-10,101.458211815682
2016-05-11,101.458211815682
2016-05-12,101.458211815682
2016-05-13,101.458211815682
2016-05-14,101.458211815682
2016-05-15,101.458211815682
2016-05-16,101.458211815682
2016-05-17,101.458211815682
2016-05-18,101.458211815682
2016-05-19,101.458211815682
2016-05-20,101.458211815682
2016-05-21,101.458211815682
2016-05-22,101.458211815682
2016-05-23,101.458211815682
2016-05-24,101.458211815682
2016-05-25,101.458211815682
2016-05-26,101.458211815682
2016-05-27,101.458211815682
2016-05-28,101.458211815682
2016-05-29,101.458211815682
2016-05-30,101.458211815682
2016-05-31,101.458211815682
2016-06-01,101.458211815682
2016-06-02,101.34822098158484
2016-06-03,101.2382301474877
2016-06-04,101.12823931339054
2016-06-05,101.01824847929338
2016-06-06,100.90825764519622
2016-06-07,100.79826681109907
2016-06-08,100.68827597700191
2016-06-09,100.57828514290475
2016-06-10,100.4682943088076
2016-06-11,100.35830347471044
2016-06-12,100.24831264061328
2016-06-13,100.13832180651613
2016-06-14,100.02833097241897
2016-06-15,99.91834013832181
2016-06-16,99.80834930422466
2016-06-17,99.6983584701275
2016-06-18,99.58836763603034
2016-06-19,99.47837680193318
2016-06-20,99.36838596783603
2016-06-21,99.25839513373887
2016-06-22,99.14840429964171
2016-06-23,99.03841346554456
2016-06-24,98.9284226314474
2016-06-25,98.81843179735024
2016-06-26,98.70844096325308
2016-06-27,98.59845012915594
2016-06-28,98.48845929505877
2016-06-29,98.37846846096161
2016-06-30,98.26847762686447
2016-07-01,98.1584867927673
2016-07-02,98.1584867927673
2016-07-03,98.1584867927673
2016-07-04,98.1584867927673
2016-07-05,98.1584867927673
2016-07-06,98.1584867927673
2016-07-07,98.1584867927673
2016-07-08,98.1584867927673
2016-07-09,98.1584867927673
2016-07-10,98.1584867927673
2016-07-11,98.1584867927673
2016-07-12,98.1584867927673
2016-07-13,98.1584867927673
2016-07-14,98.1584867927673
2016-07-15,98.1584867927673
2016-07-16,98.1584867927673
2016-07-17,98.1584867927673
2016-07-18,98.1584867927673
2016-07-19,98.1584867927673
2016-07-20,98.1584867927673
2016-07-21,98.1584867927673
2016-07-22,98.1584867927673
2016-07-23,98.1584867927673
2016-07-24,98.1584867927673
2016-07-25,98.1584867927673
2016-07-26,98.1584867927673
2016-07-27,98.1584867927673
2016-07-28,98.1584867927673
2016-07-29,98.1584867927673
2016-07-30,98.1584867927673
2016-07-31,98.1584867927673
2016-08-01,98.1584867927673
2016-08-02,98.1584867927673
2016-08-03,98.1584867927673
2016-08-04,98.1584867927673
2016-08-05,98.1584867927673
2016-08-06,98.1584867927673
2016-08-07,98.1584867927673
2016-08-08,98.1584867927673
2016-08-09,98.1584867927673
2016-08-10,98.1584867927673
2016-08-11,98.1584867927673
2016-08-12,98.1584867927673
2016-08-13,98.1584867927673
2016-08-14,98.1584867927673
2016-08-15,98.1584867927673
2016-08-16,98.1584867927673
2016-08-17,98.1584867927673
2016-08-18,98.1584867927673
2016-08-19,98.1584867927673
2016-08-20,98.1584867927673
2016-08-21,98.1584867927673
2016-08-22,98.1584867927673
2016-08-23,98.1584867927673
2016-08-24,98.1584867927673
2016-08-25,98.1584867927673
2016-08-26,98.1584867927673
2016-08-27,98.1584867927673
2016-08-28,98.1584867927673
2016-08-29,98.1584867927673
2016-08-30,98.1584867927673
2016-08-31,98.1584867927673
2016-09-01,98.1584867927673
2016-09-02,98.38846762769774
2016-09-03,98.61844846262815
2016-09-04,98.84842929755858
2016-09-05,99.078410132489
2016-09-06,99.30839096741943
2016-09-07,99.53837180234984
2016-09-08,99.76835263728027
2016-09-09,99.99833347221069
2016-09-10,100.22831430714112
2016-09-11,100.45829514207153
2016-09-12,100.68827597700196
2016-09-13,100.91825681193238
2016-09-14,101.14823764686281
2016-09-15,101.37821848179323
2016-09-16,101.60819931672366
2016-09-17,101.83818015165409
2016-09-18,102.0681609865845
2016-09-19,102.29814182151493
2016-09-20,102.52812265644535
2016-09-21,102.75810349137578
2016-09-22,102.9880843263062
2016-09-23,103.21806516123662
2016-09-24,103.44804599616704
2016-09-25,103.67802683109747
2016-09-26,103.90800766602788
2016-09-27,104.13798850095831
2016-09-28,104.36796933588873
2016-09-29,104.59795017081916
2016-09-30,104.82793100574958
2016-10-01,105.05791184068
2016-10-02,105.05791184068
2016-10-03,105.05791184068
2016-10-04,105.05791184068
2016-10-05,105.05791184068
2016-10-06,105.05791184068
2016-10-07,105.05791184068
2016-10-08,105.05791184068
2016-10-09,105.05791184068
2016-10-10,105.05791184068
2016-10-11,105.05791184068
2016-10-12,105.05791184068
2016-10-13,105.05791184068
2016-10-14,105.05791184068
2016-10-15,105.05791184068
2016-10-16,105.05791184068
2016-10-17,105.05791184068
2016-10-18,105.05791184068
2016-10-19,105.05791184068
2016-10-20,105.05791184068
2016-10-21,105.05791184068
2016-10-22,105.05791184068
2016-10-23,105.05791184068
2016-10-24,105.05791184068
2016-10-25,105.05791184068
2016-10-26,105.05791184068
2016-10-27,105.05791184068
2016-10-28,105.05791184068
2016-10-29,105.05791184068
2016-10-30,105.05791184068
2016-10-31,105.05791184068
2016-11-01,105.05791184068
2016-11-02,105.05791184068
2016-11-03,105.05791184068
2016-11-04,105.05791184068
2016-11-05,105.05791184068
2016-11-06,105.05791184068
2016-11-07,105.05791184068
2016-11-08,105.05791184068
2016-11-09,105.05791184068
2016-11-10,105.05791184068
2016-11-11,105.05791184068
2016-11-12,105.05791184068
2016-11-13,105.05791184068
2016-11-14,105.05791184068
2016-11-15,105.05791184068
2016-11-16,105.05791184068
2016-11-17,105.05791184068
2016-11-18,105.05791184068
2016-11-19,105.05791184068
2016-11-20,105.05791184068
2016-11-21,105.05791184068
2016-11-22,105.05791184068
2016-11-23,105.05791184068
2016-11-24,105.05791184068
2016-11-25,105.05791184068
2016-11-26,105.05791184068
2016-11-27,105.05791184068
2016-11-28,105.05791184068
2016-11-29,105.05791184068
2016-11-30,105.05791184068
2016-12-01,105.05791184068
2016-12-02,104.98372447457342
2016-12-03,104.90953710846685
2016-12-04,104.83534974236026
2016-12-05,104.76116237625368
2016-12-06,104.68697501014711
2016-12-07,104.61278764404052
2016-12-08,104.53860027793394
2016-12-09,104.46441291182737
2016-12-10,104.39022554572078
2016-12-11,104.3160381796142
2016-12-12,104.24185081350763
2016-12-13,104.16766344740104
2016-12-14,104.09347608129445
2016-12-15,104.01928871518788
2016-12-16,103.9451013490813
2016-12-17,103.87091398297471
2016-12-18,103.79672661686813
2016-12-19,103.72253925076156
2016-12-20,103.64835188465497
2016-12-21,103.57416451854839
2016-12-22,103.49997715244182
2016-12-23,103.42578978633523
2016-12-24,103.35160242022864
2016-12-25,103.27741505412207
2016-12-26,103.20322768801549
2016-12-27,103.1290403219089
2016-12-28,103.05485295580233
2016-12-29,102.98066558969575
2016-12-30,102.90647822358916
2016-12-31,102.83229085748259
2017-01-01,102.758103491376
2017-01-02,102.758103491376
2017-01-03,102.758103491376
2017-01-04,102.758103491376
2017-01-05,102.758103491376
2017-01-06,102.758103491376
2017-01-07,102.758103491376
2017-01-08,102.758103491376
2017-01-09,102.758103491376
2017-01-10,102.758103491376
2017-01-11,102.758103491376
2017-01-12,102.758103491376
2017-01-13,102.758103491376
2017-01-14,102.758103491376
2017-01-15,102.758103491376
2017-01-16,102.758103491376
2017-01-17,102.758103491376
2017-01-18,102.758103491376
2017-01-19,102.758103491376
2017-01-20,102.758103491376
2017-01-21,102.758103491376
2017-01-22,102.758103491376
2017-01-23,102.758103491376
2017-01-24,102.758103491376
2017-01-25,102.758103491376
2017-01-26,102.758103491376
2017-01-27,102.758103491376
2017-01-28,102.758103491376
2017-01-29,102.758103491376
2017-01-30,102.758103491376
2017-01-31,102.758103491376
2017-02-01,102.758103491376
2017-02-02,102.758103491376
2017-02-03,102.758103491376
2017-02-04,102.758103491376
2017-02-05,102.758103491376
2017-02-06,102.758103491376
2017-02-07,102.758103491376
2017-02-08,102.758103491376
2017-02-09,102.758103491376
2017-02-10,102.758103491376
2017-02-11,102.758103491376
2017-02-12,102.758103491376
2017-02-13,102.758103491376
2017-02-14,102.758103491376
2017-02-15,102.758103491376
2017-02-16,102.758103491376
2017-02-17,102.758103491376
2017-02-18,102.758103491376
2017-02-19,102.758103491376
2017-02-20,102.758103491376
2017-02-21,102.758103491376
2017-02-22,102.758103491376
2017-02-23,102.758103491376
2017-02-24,102.758103491376
2017-02-25,102.758103491376
2017-02-26,102.758103491376
2017-02-27,102.758103491376
2017-02-28,102.758103491376
2017-03-01,102.758103491376
2017-03-02,102.78498297184939
2017-03-03,102.81186245232279
2017-03-04,102.83874193279617
2017-03-05,102.86562141326955
2017-03-06,102.89250089374293
2017-03-07,102.91938037421633
2017-03-08,102.94625985468971
2017-03-09,102.9731393351631
2017-03-10,103.0000188156365
2017-03-11,103.02689829610988
2017-03-12,103.05377777658326
2017-03-13,103.08065725705664
2017-03-14,103.10753673753004
2017-03-15,103.13441621800342
2017-03-16,103.1612956984768
2017-03-17,103.1881751789502
2017-03-18,103.21505465942359
2017-03-19,103.24193413989697
2017-03-20,103.26881362037037
2017-03-21,103.29569310084375
2017-03-22,103.32257258131713
2017-03-23,103.34945206179052
2017-03-24,103.37633154226391
2017-03-25,103.4032110227373
2017-03-26,103.43009050321068
2017-03-27,103.45696998368408
2017-03-28,103.48384946415746
2017-03-29,103.51072894463084
2017-03-30,103.53760842510422
2017-03-31,103.56448790557762
2017-04-01,103.591367386051
2017-04-02,103.591367386051
2017-04-03,103.591367386051
2017-04-04,103.591367386051
2017-04-05,103.591367386051
2017-04-06,103.591367386051
2017-04-07,103.591367386051
2017-04-08,103.591367386051
2017-04-09,103.591367386051
2017-04-10,103.591367386051
2017-04-11,103.591367386051
2017-04-12,103.591367386051
2017-04-13,103.591367386051
2017-04-14,103.591367386051
2017-04-15,103.591367386051
2017-04-16,103.591367386051
2017-04-17,103.591367386051
2017-04-18,103.591367386051
2017-04-19,103.591367386051
2017-04-20,103.591367386051
2017-04-21,103.591367386051
2017-04-22,103.591367386051
2017-04-23,103.591367386051
2017-04-24,103.591367386051
2017-04-25,103.591367386051
2017-04-26,103.591367386051
2017-04-27,103.591367386051
2017-04-28,103.591367386051
2017-04-29,103.591367386051
2017-04-30,103.591367386051
2017-05-01,103.591367386051
2017-05-02,103.591367386051
2017-05-03,103.591367386051
2017-05-04,103.591367386051
2017-05-05,103.591367386051
2017-05-06,103.591367386051
2017-05-07,103.591367386051
2017-05-08,103.591367386051
2017-05-09,103.591367386051
2017-05-10,103.591367386051
2017-05-11,103.591367386051
2017-05-12,103.591367386051
2017-05-13,103.591367386051
2017-05-14,103.591367386051
2017-05-15,103.591367386051
2017-05-16,103.591367386051
2017-05-17,103.591367386051
2017-05-18,103.591367386051
2017-05-19,103.591367386051
2017-05-20,103.591367386051
2017-05-21,103.591367386051
2017-05-22,103.591367386051
2017-05-23,103.591367386051
2017-05-24,103.591367386051
2017-05-25,103.591367386051
2017-05-26,103.591367386051
2017-05-27,103.591367386051
2017-05-28,103.591367386051
2017-05-29,103.591367386051
2017-05-30,103.591367386051
2017-05-31,103.591367386051
2017-06-01,103.591367386051
2017-06-02,103.53026136710814
2017-06-03,103.46915534816527
2017-06-04,103.40804932922241
2017-06-05,103.34694331027954
2017-06-06,103.28583729133666
2017-06-07,103.2247312723938
2017-06-08,103.16362525345093
2017-06-09,103.10251923450807
2017-06-10,103.0414132155652
2017-06-11,102.98030719662233
2017-06-12,102.91920117767947
2017-06-13,102.8580951587366
2017-06-14,102.79698913979374
2017-06-15,102.73588312085087
2017-06-16,102.674777101908
2017-06-17,102.61367108296513
2017-06-18,102.55256506402226
2017-06-19,102.4914590450794
2017-06-20,102.43035302613653
2017-06-21,102.36924700719366
2017-06-22,102.3081409882508
2017-06-23,102.24703496930793
2017-06-24,102.18592895036507
2017-06-25,102.1248229314222
2017-06-26,102.06371691247932
2017-06-27,102.00261089353646
2017-06-28,101.94150487459359
2017-06-29,101.88039885565072
2017-06-30,101.81929283670786
2017-07-01,101.758186817765
2017-07-02,101.758186817765
2017-07-03,101.758186817765
2017-07-04,101.758186817765
2017-07-05,101.758186817765
2017-07-06,101.758186817765
2017-07-07,101.758186817765
2017-07-08,101.758186817765
2017-07-09,101.758186817765
2017-07-10,101.758186817765
2017-07-11,101.758186817765
2017-07-12,101.758186817765
2017-07-13,101.758186817765
2017-07-14,101.758186817765
2017-07-15,101.758186817765
2017-07-16,101.758186817765
2017-07-17,101.758186817765
2017-07-18,101.758186817765
2017-07-19,101.758186817765
2017-07-20,101.758186817765
2017-07-21,101.758186817765
2017-07-22,101.758186817765
2017-07-23,101.758186817765
2017-07-24,101.758186817765
2017-07-25,101.758186817765
2017-07-26,101.758186817765
2017-07-27,101.758186817765
2017-07-28,101.758186817765
2017-07-29,101.758186817765
2017-07-30,101.758186817765
2017-07-31,101.758186817765
2017-08-01,101.758186817765
2017-08-02,101.758186817765
2017-08-03,101.758186817765
2017-08-04,101.758186817765
2017-08-05,101.758186817765
2017-08-06,101.758186817765
2017-08-07,101.758186817765
2017-08-08,101.758186817765
2017-08-09,101.758186817765
2017-08-10,101.758186817765
2017-08-11,101.758186817765
2017-08-12,101.758186817765
2017-08-13,101.758186817765
2017-08-14,101.758186817765
2017-08-15,101.758186817765
2017-08-16,101.758186817765
2017-08-17,101.758186817765
2017-08-18,101.758186817765
2017-08-19,101.758186817765
2017-08-20,101.758186817765
2017-08-21,101.758186817765
