date,log_cpi_daily,cpi_daily,cpi_rebased_2015m1_100,log_cpi_rebased_2015m1_100
2020-03-09,4.655933046297705,105.20733753445772,107.09215954240408,4.673689767886965
2020-03-10,4.656024967136451,105.21700872565131,107.1020039959806,4.67378168872571
2020-03-11,4.656116887975197,105.22668080586978,107.11184935450918,4.673873609564457
2020-03-12,4.656208808813943,105.23635377519483,107.12169561807295,4.673965530403203
2020-03-13,4.656300729652688,105.2460276337081,107.13154278675503,4.674057451241948
2020-03-14,4.656392650491434,105.25570238149153,107.14139086063881,4.674149372080694
2020-03-15,4.65648457133018,105.26537801862676,107.15123983980742,4.67424129291944
2020-03-16,4.656576492168926,105.27505454519554,107.16108972434404,4.674333213758186
2020-03-17,4.656668413007671,105.28473196127956,107.17094051433185,4.674425134596931
2020-03-18,4.656760333846417,105.29441026696077,107.18079220985423,4.674517055435676
2020-03-19,4.656852254685163,105.30408946232083,107.19064481099436,4.674608976274422
2020-03-20,4.656944175523909,105.31376954744155,107.2004983178355,4.674700897113169
2020-03-21,4.6570360963626545,105.32345052240461,107.21035273046076,4.674792817951914
2020-03-22,4.6571280172014005,105.333132387292,107.22020804895362,4.67488473879066
2020-03-23,4.6572199380401464,105.34281514218544,107.23006427339728,4.674976659629406
2020-03-24,4.657311858878892,105.35249878716674,107.23992140387497,4.675068580468152
2020-03-25,4.657403779717638,105.36218332231772,107.24977944047002,4.675160501306897
2020-03-26,4.6574957005563835,105.37186874772011,107.25963838326562,4.675252422145643
2020-03-27,4.6575876213951295,105.38155506345595,107.26949823234526,4.675344342984388
2020-03-28,4.6576795422338755,105.39124226960698,107.27935898779215,4.675436263823135
2020-03-29,4.6577714630726215,105.40093036625504,107.28922064968963,4.675528184661881
2020-03-30,4.657863383911367,105.41061935348192,107.2990832181209,4.675620105500626
2020-03-31,4.6579553047501125,105.42030923136964,107.30894669316946,4.675712026339371
2020-04-01,4.6580472255888585,105.43000000000002,107.31881107491863,4.675803947178118
2020-04-02,4.658015594030845,105.42666513758236,107.31541646740878,4.675772315620104
2020-04-03,4.657983962472831,105.42333038064992,107.31202196727396,4.67574068406209
2020-04-04,4.657952330914818,105.41999572919946,107.30862757451088,4.675709052504077
2020-04-05,4.657920699356804,105.41666118322746,107.30523328911595,4.675677420946064
2020-04-06,4.6578890677987905,105.41332674273067,107.30183911108581,4.675645789388049
2020-04-07,4.657857436240777,105.40999240770577,107.29844504041715,4.6756141578300365
2020-04-08,4.657825804682763,105.40665817814941,107.29505107710654,4.675582526272023
2020-04-09,4.65779417312475,105.40332405405834,107.29165722115064,4.67555089471401
2020-04-10,4.657762541566736,105.39999003542907,107.28826347254592,4.675519263155996
2020-04-11,4.6577309100087225,105.39665612225832,107.28486983128904,4.675487631597982
2020-04-12,4.657699278450709,105.39332231454277,107.28147629737663,4.675456000039968
2020-04-13,4.657667646892695,105.3899886122791,107.27808287080532,4.675424368481955
2020-04-14,4.657636015334682,105.38665501546404,107.27468955157174,4.675392736923942
2020-04-15,4.657604383776668,105.38332152409407,107.27129633967235,4.675361105365928
2020-04-16,4.6575727522186545,105.37998813816598,107.26790323510384,4.675329473807914
2020-04-17,4.657541120660641,105.3766548576764,107.26451023786284,4.6752978422499005
2020-04-18,4.657509489102627,105.373321682622,107.2611173479459,4.675266210691887
2020-04-19,4.657477857544614,105.36998861299956,107.25772456534976,4.675234579133874
2020-04-20,4.6574462259866,105.36665564880555,107.25433189007083,4.67520294757586
2020-04-21,4.6574145944285865,105.3633227900367,107.25093932210581,4.675171316017846
2020-04-22,4.657382962870573,105.35999003668972,107.2475468614513,4.6751396844598325
2020-04-23,4.657351331312559,105.35665738876123,107.24415450810389,4.675108052901818
2020-04-24,4.657319699754546,105.35332484624804,107.24076226206034,4.675076421343806
2020-04-25,4.657288068196532,105.34999240914658,107.23737012331699,4.675044789785791
2020-04-26,4.6572564366385185,105.34666007745365,107.23397809187061,4.675013158227778
2020-04-27,4.657224805080505,105.34332785116588,107.23058616771775,4.6749815266697645
2020-04-28,4.657193173522491,105.33999573027995,107.22719435085504,4.674949895111751
2020-04-29,4.657161541964478,105.33666371479264,107.22380264127918,4.674918263553737
2020-04-30,4.657129910406464,105.33333180470039,107.22041103898658,4.674886631995723
2020-05-01,4.6570982788484505,105.33,107.21701954397398,4.67485500043771
2020-05-02,4.65720834343467,105.34159374088492,107.22882099031447,4.674965065023929
2020-05-03,4.657318408020889,105.35318875790036,107.2406237356478,4.675075129610149
2020-05-04,4.657428472607109,105.36478505118689,107.25242778011699,4.675185194196369
2020-05-05,4.657538537193329,105.37638262088477,107.26423312386481,4.675295258782588
2020-05-06,4.657648601779548,105.38798146713462,107.27603976703446,4.675405323368807
2020-05-07,4.657758666365767,105.39958159007695,107.28784770976891,4.675515387955026
2020-05-08,4.6578687309519875,105.41118298985236,107.29965695221131,4.675625452541246
2020-05-09,4.657978795538207,105.42278566660123,107.31146749450456,4.675735517127467
2020-05-10,4.658088860124426,105.43438962046419,107.32327933679176,4.675845581713686
2020-05-11,4.6581989247106454,105.44599485158182,107.33509247921604,4.675955646299904
2020-05-12,4.658308989296865,105.4576013600947,107.34690692192052,4.676065710886124
2020-05-13,4.658419053883085,105.46920914614354,107.35872266504842,4.676175775472344
2020-05-14,4.658529118469304,105.48081820986877,107.37053970874268,4.676285840058564
2020-05-15,4.658639183055524,105.49242855141111,107.38235805314653,4.676395904644783
2020-05-16,4.658749247641743,105.50404017091121,107.39417769840314,4.676505969231002
2020-05-17,4.658859312227963,105.51565306850985,107.40599864465582,4.676616033817223
2020-05-18,4.658969376814182,105.5272672443475,107.41782089204757,4.676726098403442
2020-05-19,4.659079441400402,105.53888269856496,107.42964444072169,4.676836162989661
2020-05-20,4.659189505986621,105.55049943130294,107.44146929082143,4.676946227575881
2020-05-21,4.659299570572841,105.56211744270226,107.45329544249012,4.6770562921621
2020-05-22,4.659409635159061,105.57373673290348,107.46512289587085,4.67716635674832
2020-05-23,4.65951969974528,105.58535730204746,107.47695165110697,4.67727642133454
2020-05-24,4.659629764331499,105.59697915027495,107.48878170834179,4.677386485920758
2020-05-25,4.6597398289177185,105.60860227772676,107.50061306771866,4.677496550506978
2020-05-26,4.659849893503939,105.62022668454378,107.51244572938093,4.6776066150931985
2020-05-27,4.659959958090158,105.63185237086664,107.52427969347178,4.677716679679418
2020-05-28,4.660070022676377,105.64347933683628,107.53611496013468,4.677826744265636
2020-05-29,4.660180087262597,105.65510758259354,107.54795152951301,4.6779368088518565
2020-05-30,4.660290151848817,105.6667371082794,107.55978940175024,4.678046873438076
2020-05-31,4.660400216435036,105.67836791403454,107.57162857698958,4.678156938024295
2020-06-01,4.6605102810212555,105.68999999999996,107.5834690553746,4.678267002610515
2020-06-02,4.6603933828081505,105.67764574996583,107.57089347512812,4.678150104397409
2020-06-03,4.6602764845950455,105.66529294403705,107.5583193648586,4.678033206184305
2020-06-04,4.6601595863819405,105.65294158204482,107.54574672439419,4.6779163079712
2020-06-05,4.660042688168836,105.64059166382043,107.53317555356318,4.677799409758096
2020-06-06,4.659925789955731,105.62824318919495,107.52060585219358,4.67768251154499
2020-06-07,4.659808891742626,105.61589615799971,107.50803762011375,4.677565613331886
2020-06-08,4.659691993529521,105.60355057006599,107.4954708571519,4.67744871511878
2020-06-09,4.659575095316416,105.59120642522511,107.48290556313636,4.677331816905676
2020-06-10,4.659458197103311,105.57886372330834,107.47034173789534,4.67721491869257
2020-06-11,4.659341298890206,105.56652246414707,107.45777938125723,4.677098020479466
2020-06-12,4.659224400677101,105.5541826475726,107.44521849305033,4.676981122266361
2020-06-13,4.659107502463997,105.54184427341643,107.43265907310308,4.676864224053257
2020-06-14,4.658990604250892,105.52950734150976,107.42010112124368,4.676747325840151
2020-06-15,4.658873706037787,105.51717185168408,107.4075446373006,4.676630427627046
2020-06-16,4.658756807824682,105.50483780377085,107.3949896211023,4.676513529413942
2020-06-17,4.658639909611577,105.49250519760152,107.38243607247715,4.676396631200836
2020-06-18,4.658523011398472,105.48017403300754,107.36988399125364,4.676279732987732
2020-06-19,4.658406113185367,105.46784430982042,107.35733337726023,4.676162834774626
2020-06-20,4.658289214972263,105.45551602787177,107.34478423032554,4.676045936561523
2020-06-21,4.658172316759158,105.44318918699292,107.33223655027786,4.675929038348418
2020-06-22,4.658055418546053,105.43086378701551,107.3196903369458,4.675812140135313
2020-06-23,4.657938520332948,105.41853982777114,107.30714559015794,4.675695241922207
2020-06-24,4.657821622119843,105.40621730909137,107.29460230974288,4.675578343709103
2020-06-25,4.657704723906738,105.39389623080783,107.28206049552918,4.675461445495998
2020-06-26,4.657587825693633,105.38157659275214,107.26952014734546,4.675344547282893
2020-06-27,4.657470927480528,105.36925839475596,107.25698126502034,4.675227649069788
2020-06-28,4.657354029267424,105.35694163665103,107.24444384838262,4.675110750856684
2020-06-29,4.657237131054319,105.34462631826888,107.23190789726071,4.674993852643579
2020-06-30,4.657120232841214,105.3323124394413,107.21937341148345,4.674876954430474
2020-07-01,4.657003334628109,105.32000000000001,107.20684039087953,4.674760056217369
2020-07-02,4.656868286396732,105.3057776806426,107.1923632742698,4.674625007985992
2020-07-03,4.656733238165356,105.29155728185458,107.17788811263702,4.674489959754616
2020-07-04,4.65659818993398,105.27733880337668,107.16341490571735,4.67435491152324
2020-07-05,4.656463141702604,105.2631222449494,107.14894365324659,4.674219863291864
2020-07-06,4.6563280934712274,105.24890760631357,107.1344743549609,4.674084815060486
2020-07-07,4.656193045239851,105.23469488720993,107.12000701059645,4.67394976682911
2020-07-08,4.656057997008475,105.22048408737926,107.10554161988935,4.673814718597734
2020-07-09,4.655922948777099,105.20627520656248,107.09107818257586,4.673679670366359
2020-07-10,4.655787900545723,105.19206824450028,107.07661669839202,4.673544622134982
2020-07-11,4.655652852314346,105.17786320093361,107.06215716707415,4.673409573903605
2020-07-12,4.65551780408297,105.16366007560345,107.0476995883586,4.6732745256722295
2020-07-13,4.655382755851593,105.14945886825072,107.03324396198164,4.673139477440853
2020-07-14,4.655247707620218,105.13525957861651,107.0187902876797,4.673004429209477
2020-07-15,4.655112659388841,105.12106220644169,107.00433856518904,4.6728693809781
2020-07-16,4.654977611157465,105.10686675146742,106.98988879424618,4.672734332746724
2020-07-17,4.654842562926088,105.0926732134348,106.97544097458757,4.672599284515348
2020-07-18,4.654707514694712,105.07848159208494,106.96099510594969,4.672464236283971
2020-07-19,4.6545724664633354,105.06429188715906,106.94655118806911,4.672329188052595
2020-07-20,4.65443741823196,105.05010409839842,106.93210922068246,4.672194139821219
2020-07-21,4.6543023700005834,105.03591822554411,106.91766920352622,4.672059091589843
2020-07-22,4.654167321769207,105.02173426833747,106.90323113633704,4.671924043358467
2020-07-23,4.6540322735378306,105.00755222651983,106.88879501885167,4.67178899512709
2020-07-24,4.653897225306454,104.99337209983253,106.87436085080677,4.671653946895714
2020-07-25,4.6537621770750786,104.97919388801706,106.85992863193923,4.671518898664338
2020-07-26,4.653627128843702,104.96501759081464,106.84549836198562,4.671383850432962
2020-07-27,4.653492080612326,104.95084320796681,106.83107004068286,4.6712488022015854
2020-07-28,4.653357032380949,104.93667073921506,106.81664366776782,4.671113753970209
2020-07-29,4.653221984149573,104.92250018430093,106.80221924297737,4.670978705738833
2020-07-30,4.653086935918197,104.90833154296605,106.78779676604854,4.670843657507457
2020-07-31,4.652951887686821,104.89416481495184,106.77337623671812,4.670708609276081
2020-08-01,4.652816839455444,104.88,106.75895765472316,4.670573561044704
2020-08-02,4.652841435769648,104.88257969315906,106.76158356388343,4.670598157358907
2020-08-03,4.652866032083853,104.88515944976993,106.7642095376323,4.670622753673113
2020-08-04,4.652890628398057,104.887739269834,106.76683557597113,4.670647349987317
2020-08-05,4.652915224712261,104.89031915335292,106.76946167890162,4.670671946301521
2020-08-06,4.652939821026466,104.89289910032834,106.77208784642546,4.670696542615726
2020-08-07,4.65296441734067,104.89547911076161,106.77471407854402,4.670721138929929
2020-08-08,4.652989013654874,104.89805918465443,106.77734037525903,4.670745735244134
2020-08-09,4.653013609969079,104.90063932200843,106.77996673657213,4.670770331558339
2020-08-10,4.653038206283283,104.90321952282498,106.78259316248474,4.670794927872542
2020-08-11,4.653062802597487,104.90579978710575,106.78521965299856,4.670819524186747
2020-08-12,4.653087398911692,104.90838011485238,106.78784620811524,4.670844120500952
2020-08-13,4.653111995225896,104.91096050606625,106.7904728278362,4.670868716815156
2020-08-14,4.6531365915401,104.913540960749,106.79309951216311,4.670893313129359
2020-08-15,4.653161187854305,104.91612147890231,106.79572626109766,4.670917909443564
2020-08-16,4.653185784168509,104.91870206052755,106.79835307464127,4.670942505757769
2020-08-17,4.653210380482713,104.92128270562635,106.80097995279559,4.670967102071972
2020-08-18,4.653234976796917,104.92386341420031,106.80360689556225,4.670991698386177
2020-08-19,4.653259573111122,104.92644418625105,106.80623390294288,4.671016294700382
2020-08-20,4.653284169425326,104.92902502177995,106.80886097493891,4.671040891014585
2020-08-21,4.6533087657395305,104.93160592078868,106.81148811155204,4.67106548732879
2020-08-22,4.653333362053735,104.9341868832789,106.81411531278393,4.671090083642995
2020-08-23,4.653357958367939,104.93676790925196,106.81674257863598,4.671114679957199
