date,pi_yoy_percent,pi_yoy_decimal
2021-09-01,5.23,0.052300000000000006
2021-09-02,5.23,0.052300000000000006
2021-09-03,5.23,0.052300000000000006
2021-09-04,5.23,0.052300000000000006
2021-09-05,5.23,0.052300000000000006
2021-09-06,5.23,0.052300000000000006
2021-09-07,5.23,0.052300000000000006
2021-09-08,5.23,0.052300000000000006
2021-09-09,5.23,0.052300000000000006
2021-09-10,5.23,0.052300000000000006
2021-09-11,5.23,0.052300000000000006
2021-09-12,5.23,0.052300000000000006
2021-09-13,5.23,0.052300000000000006
2021-09-14,5.23,0.052300000000000006
2021-09-15,5.23,0.052300000000000006
2021-09-16,5.23,0.052300000000000006
2021-09-17,5.23,0.052300000000000006
2021-09-18,5.23,0.052300000000000006
2021-09-19,5.23,0.052300000000000006
2021-09-20,5.23,0.052300000000000006
2021-09-21,5.23,0.052300000000000006
2021-09-22,5.23,0.052300000000000006
2021-09-23,5.23,0.052300000000000006
2021-09-24,5.23,0.052300000000000006
2021-09-25,5.23,0.052300000000000006
2021-09-26,5.23,0.052300000000000006
2021-09-27,5.23,0.052300000000000006
2021-09-28,5.23,0.052300000000000006
2021-09-29,5.23,0.052300000000000006
2021-09-30,5.23,0.052300000000000006
2021-10-01,5.83,0.0583
2021-10-02,5.83,0.0583
2021-10-03,5.83,0.0583
2021-10-04,5.83,0.0583
2021-10-05,5.83,0.0583
2021-10-06,5.83,0.0583
2021-10-07,5.83,0.0583
2021-10-08,5.83,0.0583
2021-10-09,5.83,0.0583
2021-10-10,5.83,0.0583
2021-10-11,5.83,0.0583
2021-10-12,5.83,0.0583
2021-10-13,5.83,0.0583
2021-10-14,5.83,0.0583
2021-10-15,5.83,0.0583
2021-10-16,5.83,0.0583
2021-10-17,5.83,0.0583
2021-10-18,5.83,0.0583
2021-10-19,5.83,0.0583
2021-10-20,5.83,0.0583
2021-10-21,5.83,0.0583
2021-10-22,5.83,0.0583
2021-10-23,5.83,0.0583
2021-10-24,5.83,0.0583
2021-10-25,5.83,0.0583
2021-10-26,5.83,0.0583
2021-10-27,5.83,0.0583
2021-10-28,5.83,0.0583
2021-10-29,5.83,0.0583
2021-10-30,5.83,0.0583
2021-10-31,5.83,0.0583
2021-11-01,5.66,0.056600000000000004
2021-11-02,5.66,0.056600000000000004
2021-11-03,5.66,0.056600000000000004
2021-11-04,5.66,0.056600000000000004
2021-11-05,5.66,0.056600000000000004
2021-11-06,5.66,0.056600000000000004
2021-11-07,5.66,0.056600000000000004
2021-11-08,5.66,0.056600000000000004
2021-11-09,5.66,0.056600000000000004
2021-11-10,5.66,0.056600000000000004
2021-11-11,5.66,0.056600000000000004
2021-11-12,5.66,0.056600000000000004
2021-11-13,5.66,0.056600000000000004
2021-11-14,5.66,0.056600000000000004
2021-11-15,5.66,0.056600000000000004
2021-11-16,5.66,0.056600000000000004
2021-11-17,5.66,0.056600000000000004
2021-11-18,5.66,0.056600000000000004
2021-11-19,5.66,0.056600000000000004
2021-11-20,5.66,0.056600000000000004
2021-11-21,5.66,0.056600000000000004
2021-11-22,5.66,0.056600000000000004
2021-11-23,5.66,0.056600000000000004
2021-11-24,5.66,0.056600000000000004
2021-11-25,5.66,0.056600000000000004
2021-11-26,5.66,0.056600000000000004
2021-11-27,5.66,0.056600000000000004
2021-11-28,5.66,0.056600000000000004
2021-11-29,5.66,0.056600000000000004
2021-11-30,5.66,0.056600000000000004
2021-12-01,6.43,0.0643
2021-12-02,6.43,0.0643
2021-12-03,6.43,0.0643
2021-12-04,6.43,0.0643
2021-12-05,6.43,0.0643
2021-12-06,6.43,0.0643
2021-12-07,6.43,0.0643
2021-12-08,6.43,0.0643
2021-12-09,6.43,0.0643
2021-12-10,6.43,0.0643
2021-12-11,6.43,0.0643
2021-12-12,6.43,0.0643
2021-12-13,6.43,0.0643
2021-12-14,6.43,0.0643
2021-12-15,6.43,0.0643
2021-12-16,6.43,0.0643
2021-12-17,6.43,0.0643
2021-12-18,6.43,0.0643
2021-12-19,6.43,0.0643
2021-12-20,6.43,0.0643
2021-12-21,6.43,0.0643
2021-12-22,6.43,0.0643
2021-12-23,6.43,0.0643
2021-12-24,6.43,0.0643
2021-12-25,6.43,0.0643
2021-12-26,6.43,0.0643
2021-12-27,6.43,0.0643
2021-12-28,6.43,0.0643
2021-12-29,6.43,0.0643
2021-12-30,6.43,0.0643
2021-12-31,6.43,0.0643
2022-01-01,5.68,0.056799999999999996
2022-01-02,5.68,0.056799999999999996
2022-01-03,5.68,0.056799999999999996
2022-01-04,5.68,0.056799999999999996
2022-01-05,5.68,0.056799999999999996
2022-01-06,5.68,0.056799999999999996
2022-01-07,5.68,0.056799999999999996
2022-01-08,5.68,0.056799999999999996
2022-01-09,5.68,0.056799999999999996
2022-01-10,5.68,0.056799999999999996
2022-01-11,5.68,0.056799999999999996
2022-01-12,5.68,0.056799999999999996
2022-01-13,5.68,0.056799999999999996
2022-01-14,5.68,0.056799999999999996
2022-01-15,5.68,0.056799999999999996
2022-01-16,5.68,0.056799999999999996
2022-01-17,5.68,0.056799999999999996
2022-01-18,5.68,0.056799999999999996
2022-01-19,5.68,0.056799999999999996
2022-01-20,5.68,0.056799999999999996
2022-01-21,5.68,0.056799999999999996
2022-01-22,5.68,0.056799999999999996
2022-01-23,5.68,0.056799999999999996
2022-01-24,5.68,0.056799999999999996
2022-01-25,5.68,0.056799999999999996
2022-01-26,5.68,0.056799999999999996
2022-01-27,5.68,0.056799999999999996
2022-01-28,5.68,0.056799999999999996
2022-01-29,5.68,0.056799999999999996
2022-01-30,5.68,0.056799999999999996
2022-01-31,5.68,0.056799999999999996
2022-02-01,6.15,0.061500000000000006
2022-02-02,6.15,0.061500000000000006
2022-02-03,6.15,0.061500000000000006
2022-02-04,6.15,0.061500000000000006
2022-02-05,6.15,0.061500000000000006
2022-02-06,6.15,0.061500000000000006
2022-02-07,6.15,0.061500000000000006
2022-02-08,6.15,0.061500000000000006
2022-02-09,6.15,0.061500000000000006
2022-02-10,6.15,0.061500000000000006
2022-02-11,6.15,0.061500000000000006
2022-02-12,6.15,0.061500000000000006
2022-02-13,6.15,0.061500000000000006
2022-02-14,6.15,0.061500000000000006
2022-02-15,6.15,0.061500000000000006
2022-02-16,6.15,0.061500000000000006
2022-02-17,6.15,0.061500000000000006
2022-02-18,6.15,0.061500000000000006
2022-02-19,6.15,0.061500000000000006
2022-02-20,6.15,0.061500000000000006
2022-02-21,6.15,0.061500000000000006
2022-02-22,6.15,0.061500000000000006
2022-02-23,6.15,0.061500000000000006
2022-02-24,6.15,0.061500000000000006
2022-02-25,6.15,0.061500000000000006
2022-02-26,6.15,0.061500000000000006
2022-02-27,6.15,0.061500000000000006
2022-02-28,6.15,0.061500000000000006
2022-03-01,6.82,0.0682
2022-03-02,6.82,0.0682
2022-03-03,6.82,0.0682
2022-03-04,6.82,0.0682
2022-03-05,6.82,0.0682
2022-03-06,6.82,0.0682
2022-03-07,6.82,0.0682
2022-03-08,6.82,0.0682
2022-03-09,6.82,0.0682
2022-03-10,6.82,0.0682
2022-03-11,6.82,0.0682
2022-03-12,6.82,0.0682
2022-03-13,6.82,0.0682
2022-03-14,6.82,0.0682
2022-03-15,6.82,0.0682
2022-03-16,6.82,0.0682
2022-03-17,6.82,0.0682
2022-03-18,6.82,0.0682
2022-03-19,6.82,0.0682
2022-03-20,6.82,0.0682
2022-03-21,6.82,0.0682
2022-03-22,6.82,0.0682
2022-03-23,6.82,0.0682
2022-03-24,6.82,0.0682
2022-03-25,6.82,0.0682
2022-03-26,6.82,0.0682
2022-03-27,6.82,0.0682
2022-03-28,6.82,0.0682
2022-03-29,6.82,0.0682
2022-03-30,6.82,0.0682
2022-03-31,6.82,0.0682
2022-04-01,7.96,0.0796
2022-04-02,7.96,0.0796
2022-04-03,7.96,0.0796
2022-04-04,7.96,0.0796
2022-04-05,7.96,0.0796
2022-04-06,7.96,0.0796
2022-04-07,7.96,0.0796
2022-04-08,7.96,0.0796
2022-04-09,7.96,0.0796
2022-04-10,7.96,0.0796
2022-04-11,7.96,0.0796
2022-04-12,7.96,0.0796
2022-04-13,7.96,0.0796
2022-04-14,7.96,0.0796
2022-04-15,7.96,0.0796
2022-04-16,7.96,0.0796
2022-04-17,7.96,0.0796
2022-04-18,7.96,0.0796
2022-04-19,7.96,0.0796
2022-04-20,7.96,0.0796
2022-04-21,7.96,0.0796
2022-04-22,7.96,0.0796
2022-04-23,7.96,0.0796
2022-04-24,7.96,0.0796
2022-04-25,7.96,0.0796
2022-04-26,7.96,0.0796
2022-04-27,7.96,0.0796
2022-04-28,7.96,0.0796
2022-04-29,7.96,0.0796
2022-04-30,7.96,0.0796
2022-05-01,8.09,0.0809
2022-05-02,8.09,0.0809
2022-05-03,8.09,0.0809
2022-05-04,8.09,0.0809
2022-05-05,8.09,0.0809
2022-05-06,8.09,0.0809
2022-05-07,8.09,0.0809
2022-05-08,8.09,0.0809
2022-05-09,8.09,0.0809
2022-05-10,8.09,0.0809
2022-05-11,8.09,0.0809
2022-05-12,8.09,0.0809
2022-05-13,8.09,0.0809
2022-05-14,8.09,0.0809
2022-05-15,8.09,0.0809
2022-05-16,8.09,0.0809
2022-05-17,8.09,0.0809
2022-05-18,8.09,0.0809
2022-05-19,8.09,0.0809
2022-05-20,8.09,0.0809
2022-05-21,8.09,0.0809
2022-05-22,8.09,0.0809
2022-05-23,8.09,0.0809
2022-05-24,8.09,0.0809
2022-05-25,8.09,0.0809
2022-05-26,8.09,0.0809
2022-05-27,8.09,0.0809
2022-05-28,8.09,0.0809
2022-05-29,8.09,0.0809
2022-05-30,8.09,0.0809
2022-05-31,8.09,0.0809
2022-06-01,8.81,0.08810000000000001
2022-06-02,8.81,0.08810000000000001
2022-06-03,8.81,0.08810000000000001
2022-06-04,8.81,0.08810000000000001
2022-06-05,8.81,0.08810000000000001
2022-06-06,8.81,0.08810000000000001
2022-06-07,8.81,0.08810000000000001
2022-06-08,8.81,0.08810000000000001
2022-06-09,8.81,0.08810000000000001
2022-06-10,8.81,0.08810000000000001
2022-06-11,8.81,0.08810000000000001
2022-06-12,8.81,0.08810000000000001
2022-06-13,8.81,0.08810000000000001
2022-06-14,8.81,0.08810000000000001
2022-06-15,8.81,0.08810000000000001
2022-06-16,8.81,0.08810000000000001
2022-06-17,8.81,0.08810000000000001
2022-06-18,8.81,0.08810000000000001
2022-06-19,8.81,0.08810000000000001
2022-06-20,8.81,0.08810000000000001
2022-06-21,8.81,0.08810000000000001
2022-06-22,8.81,0.08810000000000001
2022-06-23,8.81,0.08810000000000001
2022-06-24,8.81,0.08810000000000001
2022-06-25,8.81,0.08810000000000001
2022-06-26,8.81,0.08810000000000001
2022-06-27,8.81,0.08810000000000001
2022-06-28,8.81,0.08810000000000001
2022-06-29,8.81,0.08810000000000001
2022-06-30,8.81,0.08810000000000001
2022-07-01,8.74,0.0874
2022-07-02,8.74,0.0874
2022-07-03,8.74,0.0874
2022-07-04,8.74,0.0874
2022-07-05,8.74,0.0874
2022-07-06,8.74,0.0874
2022-07-07,8.74,0.0874
2022-07-08,8.74,0.0874
2022-07-09,8.74,0.0874
2022-07-10,8.74,0.0874
2022-07-11,8.74,0.0874
2022-07-12,8.74,0.0874
2022-07-13,8.74,0.0874
2022-07-14,8.74,0.0874
2022-07-15,8.74,0.0874
2022-07-16,8.74,0.0874
2022-07-17,8.74,0.0874
2022-07-18,8.74,0.0874
2022-07-19,8.74,0.0874
2022-07-20,8.74,0.0874
2022-07-21,8.74,0.0874
2022-07-22,8.74,0.0874
2022-07-23,8.74,0.0874
2022-07-24,8.74,0.0874
2022-07-25,8.74,0.0874
2022-07-26,8.74,0.0874
2022-07-27,8.74,0.0874
2022-07-28,8.74,0.0874
2022-07-29,8.74,0.0874
2022-07-30,8.74,0.0874
2022-07-31,8.74,0.0874
2022-08-01,8.4,0.084
2022-08-02,8.4,0.084
2022-08-03,8.4,0.084
2022-08-04,8.4,0.084
2022-08-05,8.4,0.084
2022-08-06,8.4,0.084
2022-08-07,8.4,0.084
2022-08-08,8.4,0.084
2022-08-09,8.4,0.084
2022-08-10,8.4,0.084
2022-08-11,8.4,0.084
2022-08-12,8.4,0.084
2022-08-13,8.4,0.084
2022-08-14,8.4,0.084
2022-08-15,8.4,0.084
2022-08-16,8.4,0.084
2022-08-17,8.4,0.084
2022-08-18,8.4,0.084
2022-08-19,8.4,0.084
2022-08-20,8.4,0.084
2022-08-21,8.4,0.084
2022-08-22,8.4,0.084
2022-08-23,8.4,0.084
2022-08-24,8.4,0.084
2022-08-25,8.4,0.084
2022-08-26,8.4,0.084
2022-08-27,8.4,0.084
2022-08-28,8.4,0.084
2022-08-29,8.4,0.084
2022-08-30,8.4,0.084
2022-08-31,8.4,0.084
2022-09-01,8.53,0.08529999999999999
2022-09-02,8.53,0.08529999999999999
2022-09-03,8.53,0.08529999999999999
2022-09-04,8.53,0.08529999999999999
2022-09-05,8.53,0.08529999999999999
2022-09-06,8.53,0.08529999999999999
2022-09-07,8.53,0.08529999999999999
2022-09-08,8.53,0.08529999999999999
2022-09-09,8.53,0.08529999999999999
2022-09-10,8.53,0.08529999999999999
2022-09-11,8.53,0.08529999999999999
2022-09-12,8.53,0.08529999999999999
2022-09-13,8.53,0.08529999999999999
2022-09-14,8.53,0.08529999999999999
2022-09-15,8.53,0.08529999999999999
2022-09-16,8.53,0.08529999999999999
2022-09-17,8.53,0.08529999999999999
2022-09-18,8.53,0.08529999999999999
2022-09-19,8.53,0.08529999999999999
2022-09-20,8.53,0.08529999999999999
2022-09-21,8.53,0.08529999999999999
2022-09-22,8.53,0.08529999999999999
2022-09-23,8.53,0.08529999999999999
2022-09-24,8.53,0.08529999999999999
2022-09-25,8.53,0.08529999999999999
2022-09-26,8.53,0.08529999999999999
2022-09-27,8.53,0.08529999999999999
2022-09-28,8.53,0.08529999999999999
2022-09-29,8.53,0.08529999999999999
2022-09-30,8.53,0.08529999999999999
2022-10-01,8.28,0.0828
2022-10-02,8.28,0.0828
2022-10-03,8.28,0.0828
2022-10-04,8.28,0.0828
2022-10-05,8.28,0.0828
2022-10-06,8.28,0.0828
2022-10-07,8.28,0.0828
2022-10-08,8.28,0.0828
2022-10-09,8.28,0.0828
2022-10-10,8.28,0.0828
2022-10-11,8.28,0.0828
2022-10-12,8.28,0.0828
2022-10-13,8.28,0.0828
2022-10-14,8.28,0.0828
2022-10-15,8.28,0.0828
2022-10-16,8.28,0.0828
2022-10-17,8.28,0.0828
2022-10-18,8.28,0.0828
2022-10-19,8.28,0.0828
2022-10-20,8.28,0.0828
2022-10-21,8.28,0.0828
2022-10-22,8.28,0.0828
2022-10-23,8.28,0.0828
2022-10-24,8.28,0.0828
2022-10-25,8.28,0.0828
2022-10-26,8.28,0.0828
2022-10-27,8.28,0.0828
2022-10-28,8.28,0.0828
2022-10-29,8.28,0.0828
2022-10-30,8.28,0.0828
2022-10-31,8.28,0.0828
2022-11-01,8.45,0.08449999999999999
2022-11-02,8.45,0.08449999999999999
2022-11-03,8.45,0.08449999999999999
2022-11-04,8.45,0.08449999999999999
2022-11-05,8.45,0.08449999999999999
2022-11-06,8.45,0.08449999999999999
2022-11-07,8.45,0.08449999999999999
2022-11-08,8.45,0.08449999999999999
2022-11-09,8.45,0.08449999999999999
2022-11-10,8.45,0.08449999999999999
2022-11-11,8.45,0.08449999999999999
2022-11-12,8.45,0.08449999999999999
2022-11-13,8.45,0.08449999999999999
2022-11-14,8.45,0.08449999999999999
2022-11-15,8.45,0.08449999999999999
2022-11-16,8.45,0.08449999999999999
2022-11-17,8.45,0.08449999999999999
2022-11-18,8.45,0.08449999999999999
2022-11-19,8.45,0.08449999999999999
2022-11-20,8.45,0.08449999999999999
2022-11-21,8.45,0.08449999999999999
2022-11-22,8.45,0.08449999999999999
2022-11-23,8.45,0.08449999999999999
2022-11-24,8.45,0.08449999999999999
2022-11-25,8.45,0.08449999999999999
2022-11-26,8.45,0.08449999999999999
2022-11-27,8.45,0.08449999999999999
2022-11-28,8.45,0.08449999999999999
2022-11-29,8.45,0.08449999999999999
2022-11-30,8.45,0.08449999999999999
2022-12-01,8.46,0.08460000000000001
2022-12-02,8.46,0.08460000000000001
2022-12-03,8.46,0.08460000000000001
2022-12-04,8.46,0.08460000000000001
2022-12-05,8.46,0.08460000000000001
2022-12-06,8.46,0.08460000000000001
2022-12-07,8.46,0.08460000000000001
2022-12-08,8.46,0.08460000000000001
2022-12-09,8.46,0.08460000000000001
2022-12-10,8.46,0.08460000000000001
2022-12-11,8.46,0.08460000000000001
2022-12-12,8.46,0.08460000000000001
2022-12-13,8.46,0.08460000000000001
2022-12-14,8.46,0.08460000000000001
2022-12-15,8.46,0.08460000000000001
2022-12-16,8.46,0.08460000000000001
2022-12-17,8.46,0.08460000000000001
2022-12-18,8.46,0.08460000000000001
2022-12-19,8.46,0.08460000000000001
2022-12-20,8.46,0.08460000000000001
2022-12-21,8.46,0.08460000000000001
2022-12-22,8.46,0.08460000000000001
2022-12-23,8.46,0.08460000000000001
2022-12-24,8.46,0.08460000000000001
2022-12-25,8.46,0.08460000000000001
2022-12-26,8.46,0.08460000000000001
2022-12-27,8.46,0.08460000000000001
2022-12-28,8.46,0.08460000000000001
2022-12-29,8.46,0.08460000000000001
2022-12-30,8.46,0.08460000000000001
2022-12-31,8.46,0.08460000000000001
2023-01-01,8.66,0.0866
2023-01-02,8.66,0.0866
2023-01-03,8.66,0.0866
2023-01-04,8.66,0.0866
2023-01-05,8.66,0.0866
2023-01-06,8.66,0.0866
2023-01-07,8.66,0.0866
2023-01-08,8.66,0.0866
2023-01-09,8.66,0.0866
2023-01-10,8.66,0.0866
2023-01-11,8.66,0.0866
2023-01-12,8.66,0.0866
2023-01-13,8.66,0.0866
2023-01-14,8.66,0.0866
2023-01-15,8.66,0.0866
2023-01-16,8.66,0.0866
2023-01-17,8.66,0.0866
2023-01-18,8.66,0.0866
2023-01-19,8.66,0.0866
2023-01-20,8.66,0.0866
2023-01-21,8.66,0.0866
2023-01-22,8.66,0.0866
2023-01-23,8.66,0.0866
2023-01-24,8.66,0.0866
2023-01-25,8.66,0.0866
2023-01-26,8.66,0.0866
2023-01-27,8.66,0.0866
2023-01-28,8.66,0.0866
2023-01-29,8.66,0.0866
2023-01-30,8.66,0.0866
2023-01-31,8.66,0.0866
2023-02-01,8.65,0.08650000000000001
2023-02-02,8.65,0.08650000000000001
2023-02-03,8.65,0.08650000000000001
2023-02-04,8.65,0.08650000000000001
2023-02-05,8.65,0.08650000000000001
2023-02-06,8.65,0.08650000000000001
2023-02-07,8.65,0.08650000000000001
2023-02-08,8.65,0.08650000000000001
2023-02-09,8.65,0.08650000000000001
2023-02-10,8.65,0.08650000000000001
2023-02-11,8.65,0.08650000000000001
2023-02-12,8.65,0.08650000000000001
2023-02-13,8.65,0.08650000000000001
2023-02-14,8.65,0.08650000000000001
2023-02-15,8.65,0.08650000000000001
2023-02-16,8.65,0.08650000000000001
2023-02-17,8.65,0.08650000000000001
2023-02-18,8.65,0.08650000000000001
2023-02-19,8.65,0.08650000000000001
2023-02-20,8.65,0.08650000000000001
2023-02-21,8.65,0.08650000000000001
2023-02-22,8.65,0.08650000000000001
2023-02-23,8.65,0.08650000000000001
2023-02-24,8.65,0.08650000000000001
2023-02-25,8.65,0.08650000000000001
2023-02-26,8.65,0.08650000000000001
2023-02-27,8.65,0.08650000000000001
2023-02-28,8.65,0.08650000000000001
2023-03-01,8.4,0.084
2023-03-02,8.4,0.084
2023-03-03,8.4,0.084
2023-03-04,8.4,0.084
2023-03-05,8.4,0.084
2023-03-06,8.4,0.084
2023-03-07,8.4,0.084
2023-03-08,8.4,0.084
2023-03-09,8.4,0.084
2023-03-10,8.4,0.084
2023-03-11,8.4,0.084
2023-03-12,8.4,0.084
2023-03-13,8.4,0.084
2023-03-14,8.4,0.084
2023-03-15,8.4,0.084
2023-03-16,8.4,0.084
2023-03-17,8.4,0.084
2023-03-18,8.4,0.084
2023-03-19,8.4,0.084
2023-03-20,8.4,0.084
2023-03-21,8.4,0.084
2023-03-22,8.4,0.084
2023-03-23,8.4,0.084
2023-03-24,8.4,0.084
2023-03-25,8.4,0.084
2023-03-26,8.4,0.084
2023-03-27,8.4,0.084
2023-03-28,8.4,0.084
2023-03-29,8.4,0.084
2023-03-30,8.4,0.084
2023-03-31,8.4,0.084
2023-04-01,7.97,0.0797
2023-04-02,7.97,0.0797
2023-04-03,7.97,0.0797
2023-04-04,7.97,0.0797
2023-04-05,7.97,0.0797
2023-04-06,7.97,0.0797
2023-04-07,7.97,0.0797
2023-04-08,7.97,0.0797
2023-04-09,7.97,0.0797
2023-04-10,7.97,0.0797
2023-04-11,7.97,0.0797
2023-04-12,7.97,0.0797
2023-04-13,7.97,0.0797
2023-04-14,7.97,0.0797
2023-04-15,7.97,0.0797
2023-04-16,7.97,0.0797
2023-04-17,7.97,0.0797
2023-04-18,7.97,0.0797
2023-04-19,7.97,0.0797
2023-04-20,7.97,0.0797
2023-04-21,7.97,0.0797
2023-04-22,7.97,0.0797
2023-04-23,7.97,0.0797
2023-04-24,7.97,0.0797
2023-04-25,7.97,0.0797
2023-04-26,7.97,0.0797
2023-04-27,7.97,0.0797
2023-04-28,7.97,0.0797
2023-04-29,7.97,0.0797
2023-04-30,7.97,0.0797
2023-05-01,7.89,0.0789
2023-05-02,7.89,0.0789
2023-05-03,7.89,0.0789
2023-05-04,7.89,0.0789
2023-05-05,7.89,0.0789
2023-05-06,7.89,0.0789
2023-05-07,7.89,0.0789
2023-05-08,7.89,0.0789
2023-05-09,7.89,0.0789
2023-05-10,7.89,0.0789
2023-05-11,7.89,0.0789
2023-05-12,7.89,0.0789
2023-05-13,7.89,0.0789
2023-05-14,7.89,0.0789
2023-05-15,7.89,0.0789
2023-05-16,7.89,0.0789
2023-05-17,7.89,0.0789
2023-05-18,7.89,0.0789
2023-05-19,7.89,0.0789
2023-05-20,7.89,0.0789
2023-05-21,7.89,0.0789
2023-05-22,7.89,0.0789
2023-05-23,7.89,0.0789
2023-05-24,7.89,0.0789
2023-05-25,7.89,0.0789
2023-05-26,7.89,0.0789
2023-05-27,7.89,0.0789
2023-05-28,7.89,0.0789
2023-05-29,7.89,0.0789
2023-05-30,7.89,0.0789
2023-05-31,7.89,0.0789
2023-06-01,6.46,0.0646
2023-06-02,6.46,0.0646
2023-06-03,6.46,0.0646
2023-06-04,6.46,0.0646
2023-06-05,6.46,0.0646
2023-06-06,6.46,0.0646
2023-06-07,6.46,0.0646
2023-06-08,6.46,0.0646
2023-06-09,6.46,0.0646
2023-06-10,6.46,0.0646
2023-06-11,6.46,0.0646
2023-06-12,6.46,0.0646
2023-06-13,6.46,0.0646
2023-06-14,6.46,0.0646
2023-06-15,6.46,0.0646
2023-06-16,6.46,0.0646
2023-06-17,6.46,0.0646
2023-06-18,6.46,0.0646
2023-06-19,6.46,0.0646
2023-06-20,6.46,0.0646
2023-06-21,6.46,0.0646
2023-06-22,6.46,0.0646
2023-06-23,6.46,0.0646
2023-06-24,6.46,0.0646
2023-06-25,6.46,0.0646
2023-06-26,6.46,0.0646
2023-06-27,6.46,0.0646
2023-06-28,6.46,0.0646
2023-06-29,6.46,0.0646
2023-06-30,6.46,0.0646
2023-07-01,5.88,0.0588
2023-07-02,5.88,0.0588
2023-07-03,5.88,0.0588
2023-07-04,5.88,0.0588
2023-07-05,5.88,0.0588
2023-07-06,5.88,0.0588
2023-07-07,5.88,0.0588
2023-07-08,5.88,0.0588
2023-07-09,5.88,0.0588
2023-07-10,5.88,0.0588
2023-07-11,5.88,0.0588
2023-07-12,5.88,0.0588
2023-07-13,5.88,0.0588
2023-07-14,5.88,0.0588
2023-07-15,5.88,0.0588
2023-07-16,5.88,0.0588
2023-07-17,5.88,0.0588
2023-07-18,5.88,0.0588
2023-07-19,5.88,0.0588
2023-07-20,5.88,0.0588
2023-07-21,5.88,0.0588
2023-07-22,5.88,0.0588
2023-07-23,5.88,0.0588
2023-07-24,5.88,0.0588
2023-07-25,5.88,0.0588
2023-07-26,5.88,0.0588
2023-07-27,5.88,0.0588
2023-07-28,5.88,0.0588
2023-07-29,5.88,0.0588
2023-07-30,5.88,0.0588
2023-07-31,5.88,0.0588
2023-08-01,5.58,0.0558
2023-08-02,5.58,0.0558
2023-08-03,5.58,0.0558
2023-08-04,5.58,0.0558
2023-08-05,5.58,0.0558
2023-08-06,5.58,0.0558
2023-08-07,5.58,0.0558
2023-08-08,5.58,0.0558
2023-08-09,5.58,0.0558
2023-08-10,5.58,0.0558
2023-08-11,5.58,0.0558
2023-08-12,5.58,0.0558
2023-08-13,5.58,0.0558
2023-08-14,5.58,0.0558
2023-08-15,5.58,0.0558
2023-08-16,5.58,0.0558
2023-08-17,5.58,0.0558
2023-08-18,5.58,0.0558
2023-08-19,5.58,0.0558
2023-08-20,5.58,0.0558
2023-08-21,5.58,0.0558
2023-08-22,5.58,0.0558
2023-08-23,5.58,0.0558
2023-08-24,5.58,0.0558
2023-08-25,5.58,0.0558
2023-08-26,5.58,0.0558
2023-08-27,5.58,0.0558
2023-08-28,5.58,0.0558
2023-08-29,5.58,0.0558
2023-08-30,5.58,0.0558
2023-08-31,5.58,0.0558
2023-09-01,5.04,0.0504
2023-09-02,5.04,0.0504
2023-09-03,5.04,0.0504
2023-09-04,5.04,0.0504
2023-09-05,5.04,0.0504
2023-09-06,5.04,0.0504
2023-09-07,5.04,0.0504
2023-09-08,5.04,0.0504
2023-09-09,5.04,0.0504
2023-09-10,5.04,0.0504
2023-09-11,5.04,0.0504
2023-09-12,5.04,0.0504
2023-09-13,5.04,0.0504
2023-09-14,5.04,0.0504
2023-09-15,5.04,0.0504
2023-09-16,5.04,0.0504
2023-09-17,5.04,0.0504
2023-09-18,5.04,0.0504
2023-09-19,5.04,0.0504
2023-09-20,5.04,0.0504
2023-09-21,5.04,0.0504
2023-09-22,5.04,0.0504
2023-09-23,5.04,0.0504
2023-09-24,5.04,0.0504
2023-09-25,5.04,0.0504
2023-09-26,5.04,0.0504
2023-09-27,5.04,0.0504
2023-09-28,5.04,0.0504
2023-09-29,5.04,0.0504
2023-09-30,5.04,0.0504
2023-10-01,4.34,0.0434
2023-10-02,4.34,0.0434
2023-10-03,4.34,0.0434
2023-10-04,4.34,0.0434
2023-10-05,4.34,0.0434
2023-10-06,4.34,0.0434
2023-10-07,4.34,0.0434
2023-10-08,4.34,0.0434
2023-10-09,4.34,0.0434
2023-10-10,4.34,0.0434
2023-10-11,4.34,0.0434
2023-10-12,4.34,0.0434
2023-10-13,4.34,0.0434
2023-10-14,4.34,0.0434
2023-10-15,4.34,0.0434
2023-10-16,4.34,0.0434
2023-10-17,4.34,0.0434
2023-10-18,4.34,0.0434
2023-10-19,4.34,0.0434
2023-10-20,4.34,0.0434
2023-10-21,4.34,0.0434
2023-10-22,4.34,0.0434
2023-10-23,4.34,0.0434
2023-10-24,4.34,0.0434
2023-10-25,4.34,0.0434
2023-10-26,4.34,0.0434
2023-10-27,4.34,0.0434
2023-10-28,4.34,0.0434
2023-10-29,4.34,0.0434
2023-10-30,4.34,0.0434
2023-10-31,4.34,0.0434
2023-11-01,3.64,0.0364
2023-11-02,3.64,0.0364
2023-11-03,3.64,0.0364
2023-11-04,3.64,0.0364
2023-11-05,3.64,0.0364
2023-11-06,3.64,0.0364
2023-11-07,3.64,0.0364
2023-11-08,3.64,0.0364
2023-11-09,3.64,0.0364
2023-11-10,3.64,0.0364
2023-11-11,3.64,0.0364
2023-11-12,3.64,0.0364
2023-11-13,3.64,0.0364
2023-11-14,3.64,0.0364
2023-11-15,3.64,0.0364
2023-11-16,3.64,0.0364
2023-11-17,3.64,0.0364
2023-11-18,3.64,0.0364
2023-11-19,3.64,0.0364
