date,log_cpi_daily,cpi_daily,cpi_rebased_2015m1_100,log_cpi_rebased_2015m1_100
2015-01-01,4.396052806406973,81.12999999999997,100.0,4.605170185988092
2015-01-02,4.396152055960734,81.13805251589424,100.00992544791603,4.605269435541852
2015-01-03,4.396251305514494,81.14610583103679,100.01985188097721,4.605368685095612
2015-01-04,4.3963505550682545,81.15415994550693,100.02977929928136,4.605467934649372
2015-01-05,4.396449804622015,81.16221485938402,100.03970770292622,4.6055671842031325
2015-01-06,4.396549054175775,81.17027057274738,100.04963709200962,4.605666433756893
2015-01-07,4.396648303729536,81.17832708567639,100.05956746662939,4.605765683310654
2015-01-08,4.396747553283296,81.18638439825038,100.06949882688329,4.605864932864415
2015-01-09,4.3968468028370555,81.19444251054865,100.07943117286908,4.605964182418173
2015-01-10,4.396946052390816,81.20250142265076,100.08936450468482,4.6060634319719345
2015-01-11,4.397045301944576,81.21056113463598,100.09929882242822,4.606162681525695
2015-01-12,4.397144551498337,81.21862164658371,100.10923412619715,4.606261931079455
2015-01-13,4.397243801052097,81.22668295857336,100.11917041608949,4.606361180633216
2015-01-14,4.3973430506058575,81.23474507068433,100.12910769220309,4.606460430186976
2015-01-15,4.397442300159618,81.24280798299604,100.13904595463585,4.6065596797407355
2015-01-16,4.397541549713378,81.25087169558792,100.1489852034857,4.606658929294496
2015-01-17,4.397640799267139,81.25893620853938,100.1589254388505,4.606758178848257
2015-01-18,4.397740048820899,81.26700152192988,100.1688666608282,4.606857428402018
2015-01-19,4.3978392983746595,81.27506763583885,100.17880886951669,4.606956677955777
2015-01-20,4.39793854792842,81.28313455034578,100.18875206501394,4.607055927509538
2015-01-21,4.39803779748218,81.29120226553009,100.19869624741789,4.607155177063299
2015-01-22,4.398137047035941,81.29927078147126,100.20864141682644,4.607254426617058
2015-01-23,4.398236296589701,81.30734009824879,100.21858757333763,4.607353676170819
2015-01-24,4.3983355461434614,81.31541021594215,100.2285347170494,4.607452925724579
2015-01-25,4.398434795697221,81.32348113463077,100.23848284805965,4.607552175278339
2015-01-26,4.398534045250981,81.33155285439429,100.24843196646655,4.607651424832099
2015-01-27,4.398633294804742,81.33962537531215,100.25838207236804,4.60775067438586
